# NJOY2016 0 K U-235 ESZ at grid energies this port also chose.
# Oracle for tests/acer_ce_esz_vs_njoy2016.rs. Columns are MeV and barns.
# 17 significant digits: f64 needs that to round-trip exactly, and the test
# matches grid energies by EXACT equality.
energy_mev,total_b,absorption_b,elastic_b
8.68188100000000023e-4,9.65501931000000013e1,3.80094114999999988e1,1.80317900000000009e1
8.71367800000000009e-4,4.57638431000000026e1,1.25291414999999997e1,1.29062199999999994e1
8.72364699999999952e-4,3.27310031000000023e1,1.00601915000000002e1,1.23453400000000002e1
8.74829300000000030e-4,6.23541031000000032e1,2.45035014999999987e1,1.18812499999999996e1
8.75687199999999953e-4,5.30189181000000005e1,9.14555645999999989e0,1.25006799999999991e1
8.77434900000000051e-4,3.72416630999999967e1,1.11637614999999997e1,1.12634500000000006e1
8.78211699999999966e-4,3.06060030999999988e1,1.11950315000000007e1,1.05069599999999994e1
8.78888100000000012e-4,6.94659431000000041e1,1.66325715000000010e1,1.18756799999999991e1
8.79691799999999993e-4,7.55180330999999967e1,1.90374614999999991e1,1.45425199999999997e1
8.80377799999999952e-4,8.86331930999999997e1,1.53880315000000003e1,1.51725999999999992e1
8.81233199999999998e-4,5.48784131000000031e1,1.26052514999999996e1,1.26034199999999998e1
8.82147199999999969e-4,4.26430231000000006e1,1.99608215000000015e1,1.09974799999999995e1
8.82894800000000009e-4,5.21016051000000004e1,6.13292344999999983e0,1.12009200000000000e1
8.83734099999999986e-4,1.15594153000000006e2,2.93371615000000006e1,1.72983900000000013e1
8.84355500000000034e-4,1.74004142999999999e2,5.96237915000000029e1,2.58195399999999999e1
8.87642199999999970e-4,1.85523911000000012e1,3.47011745000000005e0,1.15749700000000004e1
8.88105099999999962e-4,2.53413180999999987e1,7.58536744999999968e0,1.09277400000000000e1
8.90135400000000043e-4,2.20930020999999996e1,5.38539744000000020e0,1.07475400000000008e1
8.90968000000000012e-4,2.94789901000000008e1,7.36645843999999972e0,1.03224400000000003e1
8.91720199999999994e-4,3.19987570999999988e1,1.08467313999999995e1,9.93912399999999963e0
8.95960000000000007e-4,1.39510302999999993e2,4.20667114000000026e1,1.90016099999999994e1
8.96681100000000010e-4,2.08318473000000012e2,1.14763700999999998e2,3.34624299999999977e1
8.98656099999999990e-4,1.60727763000000010e2,9.68014014000000032e1,2.74662800000000011e1
8.99323200000000009e-4,3.96369331000000003e1,1.82350613999999993e1,1.07453699999999994e1
8.99834800000000020e-4,1.17751672999999997e2,3.62611813999999981e1,1.69223900000000000e1
9.01064300000000025e-4,2.11307472999999987e2,1.37257001000000002e2,3.60635800000000017e1
9.02032299999999980e-4,5.46283730999999975e1,1.49324214000000008e1,1.21144900000000000e1
9.02961500000000038e-4,1.14838972999999996e2,3.78482113999999967e1,1.74214699999999993e1
9.03875999999999963e-4,2.68781941000000018e1,7.84454643000000029e0,1.13700799999999997e1
9.05225200000000021e-4,3.08119940999999997e1,9.11281242999999996e0,1.11345200000000002e1
9.07059299999999984e-4,4.27179660999999982e1,8.68618443000000084e0,1.22738700000000005e1
9.10718700000000053e-4,9.73231930999999975e1,1.74954214000000015e1,1.71404299999999985e1
9.14253999999999978e-4,5.36380790999999988e1,9.61339742000000008e0,1.05488800000000005e1
9.16064399999999990e-4,2.22071922999999998e2,8.37280813999999936e1,3.72940400000000025e1
9.17710200000000035e-4,6.43799700999999942e1,3.97585213999999993e1,1.49759700000000002e1
9.20186199999999989e-4,1.43354353000000003e2,2.94165813999999983e1,2.20389300000000006e1
9.23039099999999990e-4,1.60844253000000009e2,5.75163414000000017e1,2.72915199999999984e1
9.23975300000000051e-4,6.04824630999999968e1,1.78713814000000006e1,1.19473000000000003e1
9.24644699999999987e-4,1.17717292999999998e2,1.63072914000000004e1,1.95880100000000006e1
9.25817400000000031e-4,4.25369130999999996e1,1.37479213999999992e1,1.26927800000000008e1
9.26557500000000007e-4,4.39199331000000015e1,1.15011013999999996e1,1.31332699999999996e1
9.27619800000000026e-4,3.20200741000000022e1,1.18067214000000007e1,1.12405000000000008e1
9.31877899999999991e-4,2.56305893000000026e2,9.94492014000000069e1,5.97911500000000018e1
9.34483900000000040e-4,7.94084830999999980e1,2.66662114000000017e1,1.43673500000000001e1
9.37039200000000039e-4,1.66207510999999997e1,1.67331840000000009e0,1.18155599999999996e1
9.38072999999999988e-4,3.25167231000000001e1,1.10117214000000008e1,1.14151699999999998e1
9.39865499999999968e-4,5.50880130999999977e1,2.77999514000000012e1,1.15992200000000008e1
9.40571599999999951e-4,5.49860331000000002e1,1.34484314000000005e1,1.11557399999999998e1
9.41908599999999969e-4,9.96633030999999932e1,2.32151214000000010e1,1.68019600000000011e1
9.44671700000000031e-4,1.44716843000000011e2,6.17478714000000011e1,2.44100000000000001e1
9.45116899999999950e-4,4.59039330000000021e1,1.34190514000000007e1,1.30226600000000001e1
9.46086900000000044e-4,3.79175129999999996e1,9.00489138999999916e0,1.09964999999999993e1
9.47221999999999951e-4,6.61427029999999974e1,1.47707814000000006e1,1.27355999999999998e1
9.47830899999999965e-4,7.15805529999999948e1,1.30414414000000001e1,1.53250700000000002e1
9.49004799999999984e-4,5.56298030000000026e1,1.07768314000000007e1,1.29339999999999993e1
9.50937100000000040e-4,5.02192229999999995e1,1.60922014000000004e1,1.15510800000000007e1
9.51595299999999952e-4,7.51941530000000000e1,1.84778014000000006e1,1.36343399999999999e1
9.52829299999999975e-4,3.93731110000000015e1,7.33467938999999980e0,1.23121500000000008e1
9.54028100000000028e-4,3.80223399999999998e1,5.11732838000000001e0,1.29170599999999993e1
9.56864100000000013e-4,5.86263629999999978e1,1.14996714000000004e1,1.14752700000000001e1
9.58657099999999946e-4,4.24406430000000015e1,1.56527814000000003e1,1.17110900000000004e1
9.59015000000000019e-4,2.52378719999999994e1,7.12444937999999972e0,1.15721799999999995e1
9.59756100000000011e-4,6.00900630000000007e1,1.09610213999999999e1,1.28491800000000005e1
9.65344699999999946e-4,8.22609230000000053e1,2.29460614000000014e1,1.49432799999999997e1
9.66417700000000036e-4,2.67141260000000003e1,7.25824137000000036e0,1.10638500000000004e1
9.67671400000000054e-4,7.09450130000000030e1,1.71638213999999998e1,1.31405300000000000e1
9.71092899999999987e-4,4.99012730000000033e1,1.51196713999999997e1,1.22262000000000004e1
9.73186600000000004e-4,7.30073629999999980e1,2.26557713999999990e1,1.27295999999999996e1
9.73342100000000013e-4,3.52638960000000026e1,9.67786436999999999e0,1.32629500000000000e1
9.74706100000000022e-4,7.60494529999999997e1,1.24938914000000008e1,1.33963999999999999e1
9.75800899999999956e-4,6.91733530000000059e1,1.75916314000000007e1,1.41320999999999994e1
9.76837799999999987e-4,3.18278579999999991e1,9.77046636000000035e0,1.00011299999999999e1
9.78072300000000072e-4,1.04139233000000004e2,2.93922314000000000e1,1.77941299999999991e1
9.78694499999999959e-4,4.92284730000000010e1,1.87820713999999995e1,1.32695900000000009e1
9.79757500000000107e-4,6.99396030000000053e1,1.06294614000000003e1,1.37712800000000009e1
9.80592300000000068e-4,7.43168289999999985e1,8.57459736000000028e0,1.38459000000000003e1
9.82675400000000048e-4,4.22784029999999973e1,1.27009513999999992e1,1.08546300000000002e1
9.82987100000000088e-4,4.97839529999999968e1,1.68288514000000013e1,1.04913200000000000e1
9.83811200000000085e-4,6.98119329999999962e1,1.93438714000000012e1,1.41735600000000002e1
9.84438600000000011e-4,2.12841209999999990e1,5.74215036000000012e0,1.09779099999999996e1
9.85004600000000032e-4,9.08345429999999965e1,2.54723614000000005e1,1.55054800000000004e1
9.86379400000000038e-4,5.06503730000000019e1,1.19219814000000000e1,1.22476699999999994e1
9.86939499999999999e-4,4.98765280000000004e1,8.82400634999999944e0,1.30790000000000006e1
9.87613299999999918e-4,3.91256529999999998e1,1.06082114000000001e1,1.25641800000000003e1
9.88438099999999938e-4,2.67686409999999988e1,6.53317634999999974e0,1.15082400000000007e1
9.89314299999999921e-4,4.83830329999999975e1,1.87296514000000016e1,1.16514399999999991e1
9.92951300000000049e-4,5.98211330000000032e1,1.43500812999999994e1,1.25397599999999994e1
9.93487199999999997e-4,6.57984430000000060e1,3.66466313000000028e1,1.41326900000000002e1
9.96771600000000016e-4,3.44339060000000003e1,9.64826434999999982e0,1.04277899999999999e1
9.98047499999999907e-4,2.57391973000000007e2,1.23395900999999995e2,4.99772299999999987e1
9.99369800000000008e-4,1.94361299999999986e1,2.24505934000000007e0,1.02554700000000008e1
1.00000000000000002e-3,1.36804419999999993e1,1.11782434000000008e0,9.32875399999999999e0
1.00099200000000003e-3,1.02452072999999999e2,2.92567613000000009e1,1.69599399999999996e1
1.00125299999999991e-3,6.38515730000000019e1,1.66542813000000010e1,1.40543300000000002e1
1.00148899999999994e-3,4.22098670000000027e1,5.67124533999999958e0,1.65084599999999995e1
1.00454699999999995e-3,2.09394029999999987e1,2.74263033999999983e0,9.18360599999999927e0
1.00486499999999997e-3,4.47517629999999969e1,1.52334013000000006e1,1.06307399999999994e1
1.00581499999999996e-3,2.92635339999999999e1,7.28116333999999998e0,1.45383499999999994e1
1.00740599999999997e-3,3.22117613000000006e2,8.61129413000000028e1,7.56094700000000017e1
1.00852499999999992e-3,1.93445619999999998e1,1.35395934000000007e0,1.40094100000000008e1
1.00889300000000007e-3,1.81784980000000012e1,2.53608433999999994e0,1.29206099999999999e1
1.00988800000000002e-3,1.90438779999999994e1,5.24963434000000007e0,1.06155399999999993e1
1.01239499999999992e-3,4.99252529999999979e1,2.86072212999999991e1,1.26132700000000000e1
1.01270099999999997e-3,1.88279619999999994e1,5.25698734000000023e0,1.13963900000000002e1
1.01387599999999993e-3,3.40555030000000016e1,1.27268512999999999e1,1.07904999999999998e1
1.01455600000000001e-3,3.39171792999999980e2,1.41126400999999987e2,1.04195899999999995e2
1.01520800000000008e-3,7.86256929999999983e1,3.31703912999999986e1,1.57788400000000006e1
1.01639700000000005e-3,2.70730140000000006e1,4.75543033000000026e0,1.23237299999999994e1
1.01940400000000001e-3,3.26058670000000035e1,1.31554512999999993e1,9.74624099999999949e0
1.02095500000000004e-3,7.28022330000000011e1,3.24311513000000033e1,1.27125199999999996e1
1.02123800000000005e-3,3.82953210000000013e1,6.41516933000000034e0,1.31007599999999993e1
1.02248599999999997e-3,7.42908929999999970e1,4.02997312999999977e1,1.39271600000000007e1
1.02288700000000010e-3,2.57329389999999982e1,3.53512533000000007e0,1.23549199999999999e1
1.02411400000000001e-3,2.25806600000000017e1,6.26471532999999958e0,1.05277700000000003e1
1.02439700000000002e-3,2.91233749999999993e1,9.05526833000000053e0,1.05235099999999999e1
1.02503600000000000e-3,1.04096163000000004e2,3.28126512999999989e1,1.70625199999999992e1
1.02580100000000001e-3,4.41479929999999996e1,1.29601413000000001e1,1.03026999999999997e1
1.02586900000000000e-3,7.16884330000000034e1,2.43045812999999988e1,1.51554599999999997e1
1.02679700000000008e-3,3.89577329999999975e1,1.32891513000000003e1,1.24520800000000005e1
1.02822500000000002e-3,4.74429829999999981e1,1.79723712999999989e1,1.24165899999999993e1
1.02875600000000003e-3,2.36734979999999986e1,5.32545732999999988e0,1.15523000000000007e1
1.03048500000000004e-3,2.05513179999999984e1,8.44848533000000046e0,7.55165600000000037e0
1.03061499999999992e-3,1.17032332999999994e2,5.81572312999999994e1,1.74855400000000003e1
1.03312099999999991e-3,8.74910030000000063e1,1.83721512999999987e1,1.44412599999999998e1
1.03378499999999996e-3,4.32863960000000034e1,5.67297431999999979e0,1.40227299999999993e1
1.03534700000000005e-3,5.20339329999999975e1,2.32599912999999994e1,1.27470400000000001e1
1.03893100000000010e-3,2.39463569999999990e1,4.84467332000000006e0,1.04505999999999997e1
1.03928700000000007e-3,1.79923670000000016e1,3.62684331999999987e0,9.77231600000000000e0
1.03933699999999999e-3,2.56762440000000005e1,6.67763331999999998e0,1.07514699999999994e1
1.04212800000000002e-3,2.18202379999999998e1,3.36049031999999981e0,1.02387400000000000e1
1.04300199999999990e-3,4.42788380000000004e1,1.57259513000000002e1,9.72710499999999989e0
1.04318399999999995e-3,2.20769340000000014e1,3.80798631999999992e0,1.08273499999999991e1
1.04356000000000002e-3,2.31928030000000014e1,1.12860812999999993e1,6.83600600000000025e0
1.04367000000000001e-3,9.30529829999999976e1,5.64012413000000024e1,1.62323699999999995e1
1.04485600000000004e-3,3.49472430000000003e1,1.03335313000000006e1,1.04659800000000001e1
1.04507100000000006e-3,6.82898710000000051e1,8.27479931999999962e0,1.70221499999999999e1
1.04791400000000005e-3,3.12353920000000009e1,8.48132331999999955e0,9.85799699999999923e0
1.04794200000000006e-3,3.25316660000000013e1,8.15442432000000039e0,1.10126399999999993e1
1.04948499999999996e-3,8.14877529999999979e1,1.41856612999999996e1,1.27805199999999992e1
1.05006900000000005e-3,2.23437640000000002e1,8.44354932000000069e0,8.90745500000000057e0
1.05014999999999991e-3,4.50268030000000010e1,1.30835212999999992e1,1.05675299999999996e1
1.05079000000000001e-3,3.03390540000000009e1,5.72612231999999999e0,1.02456600000000009e1
1.05161500000000010e-3,3.62873730000000023e1,1.03483713000000002e1,1.08996200000000005e1
1.05334700000000005e-3,3.65635720000000006e1,5.03516330999999973e0,8.81722700000000081e0
1.05351899999999994e-3,4.96943330000000003e1,1.00148212999999995e1,1.09371100000000006e1
1.05422799999999994e-3,1.61792702999999989e2,6.30047013000000007e1,2.55379100000000001e1
1.05566199999999996e-3,2.63097290000000008e1,2.37184731000000015e0,1.12863199999999999e1
1.05630500000000000e-3,5.82213229999999982e1,1.22377613000000007e1,1.42234200000000008e1
1.05713800000000000e-3,2.96126410000000000e1,5.41482931000000001e0,1.14200400000000002e1
1.05781600000000005e-3,2.02318899999999999e1,4.21760430999999958e0,1.12290600000000005e1
1.05818699999999993e-3,3.37798560000000023e1,5.10978431000000022e0,1.14967199999999998e1
1.06145599999999990e-3,7.16200630000000018e1,2.69719213000000018e1,1.09035100000000007e1
1.06197299999999991e-3,3.41607242999999983e2,1.16849601000000007e2,8.66705400000000026e1
1.06372200000000002e-3,3.09256320000000002e1,2.75073030999999979e0,1.08995899999999999e1
1.06416499999999995e-3,3.76163979999999967e1,1.46290613000000000e1,1.46961600000000008e1
1.06446100000000005e-3,3.06149629999999995e1,1.06957813000000002e1,1.20320800000000006e1
1.06617999999999991e-3,2.30380229999999990e1,4.81004630999999971e0,1.07061100000000007e1
1.06729000000000004e-3,5.91945630000000023e1,1.56949112999999993e1,1.11083700000000007e1
1.06793100000000005e-3,5.94944429999999969e1,1.76925212999999992e1,1.02434700000000003e1
1.06839799999999992e-3,1.42437983000000003e2,3.19613112999999984e1,3.05525599999999997e1
1.06918300000000003e-3,3.00735920000000014e1,2.50314031000000004e0,1.29428699999999992e1
1.07078500000000010e-3,2.56780149999999985e1,4.58614329999999981e0,1.01398899999999994e1
1.07084499999999996e-3,2.23079409999999996e1,3.48731729999999995e0,1.10754400000000004e1
1.07142400000000007e-3,6.09641329999999968e1,2.07399413000000017e1,1.25167300000000008e1
1.07246199999999994e-3,2.63997729999999997e1,6.66531629999999975e0,1.02873199999999994e1
1.07351699999999996e-3,3.83348950000000031e1,9.71909830000000063e0,9.93320499999999917e0
1.07462399999999994e-3,8.38304629999999946e1,2.98399312999999999e1,1.43327299999999997e1
1.07528000000000007e-3,1.11999099999999991e1,1.04858129999999994e0,8.84523800000000016e0
1.07638500000000002e-3,2.89758213000000012e2,5.03547112999999982e1,6.50871000000000066e1
1.07715000000000003e-3,5.41766280000000009e1,8.26565629999999985e0,1.29194499999999994e1
1.07792000000000001e-3,1.94575703000000004e2,5.45420213000000018e1,3.54679799999999972e1
1.07967200000000005e-3,4.04789969999999997e1,4.35374529999999993e0,1.23108199999999997e1
1.08024100000000001e-3,2.82852299999999985e1,2.92531829999999982e0,1.30660500000000006e1
1.08104899999999994e-3,2.52706470000000003e1,5.01887729999999976e0,1.04367900000000002e1
1.08279600000000002e-3,5.28628209999999967e1,5.56819929999999985e0,1.25248500000000007e1
1.08357500000000003e-3,9.88810629999999975e1,4.45298512999999971e1,1.83201800000000006e1
1.08472899999999999e-3,2.22159832999999992e2,1.60649901000000000e2,5.07725799999999978e1
1.08609500000000003e-3,2.16740710000000014e1,1.14443230000000007e0,1.23060200000000002e1
1.08641800000000002e-3,1.94970099999999995e1,2.28745229999999999e0,1.26490299999999998e1
1.08690000000000002e-3,5.07934029999999979e1,1.47490612999999993e1,1.22071600000000000e1
1.08818600000000010e-3,2.87955049999999986e1,3.49091329999999989e0,1.17552099999999999e1
1.08933500000000009e-3,2.89639640000000007e1,4.06919229000000016e0,1.05186700000000002e1
1.08949000000000003e-3,3.24684710000000010e1,1.26629713000000006e1,1.10797200000000000e1
1.08986200000000004e-3,4.25212280000000007e1,3.66644629000000011e0,1.22457799999999999e1
1.09008200000000003e-3,2.70190969999999986e1,4.67608528999999962e0,1.18084500000000006e1
1.09064699999999993e-3,3.13951710000000013e1,3.37275928999999985e0,1.17731399999999997e1
1.09121000000000001e-3,2.45329720000000009e1,1.51961028999999992e0,1.14776299999999996e1
1.09196399999999996e-3,1.64902900000000017e1,2.05855728999999998e0,1.10752600000000001e1
1.09256099999999992e-3,2.93150359999999992e1,5.72082128999999995e0,9.39523299999999928e0
1.09259200000000009e-3,3.19818399999999983e1,6.85012828999999979e0,1.03284000000000002e1
1.09305899999999996e-3,1.60245919999999984e1,6.84308028999999962e0,7.48832499999999968e0
1.09336900000000007e-3,8.56329230000000052e1,1.20340413000000002e1,1.78157400000000017e1
1.09486799999999993e-3,2.01546799999999990e1,2.21708728999999982e0,1.11947200000000002e1
1.09559400000000008e-3,4.83676310000000029e1,9.01752929000000059e0,1.25531900000000007e1
1.09600800000000010e-3,7.97034230000000008e1,4.35544612999999998e1,1.56888699999999996e1
1.09752999999999999e-3,7.99691329999999994e1,3.17948312999999985e1,1.37057300000000009e1
1.09919300000000005e-3,1.46251763000000011e2,9.30351912999999939e1,2.69336799999999990e1
1.10147400000000007e-3,7.04301329999999979e1,1.57813213000000001e1,1.43391800000000007e1
1.10277800000000000e-3,6.53081930000000028e1,2.93878513000000012e1,1.11578599999999994e1
1.10353100000000004e-3,2.50582360000000008e1,2.65070929000000000e0,1.41480099999999993e1
1.10418100000000009e-3,8.37102309999999932e1,9.15628929000000014e0,1.80516499999999986e1
1.10504799999999997e-3,2.41526209999999999e1,3.88206129000000022e0,1.34698300000000000e1
1.10563900000000006e-3,1.95003700000000002e1,3.31376628999999978e0,1.21845300000000005e1
1.10601100000000006e-3,2.62947440000000014e1,5.86348328999999957e0,1.21395900000000001e1
1.10797099999999991e-3,9.51962730000000050e1,3.68349613000000033e1,1.60234099999999984e1
1.10869500000000004e-3,2.11175579999999989e1,1.37707628000000004e0,1.18782899999999998e1
1.10889499999999993e-3,2.61011839999999999e1,2.44317228000000020e0,1.24811700000000005e1
1.10990799999999994e-3,5.28974929999999972e1,2.67182813000000010e1,1.23989899999999995e1
1.11082999999999993e-3,4.93649899999999988e1,8.18624827999999916e0,1.30984599999999993e1
1.11260500000000002e-3,1.91000669999999992e1,3.55592428000000016e0,1.03837399999999995e1
1.11272499999999996e-3,2.91182370000000006e1,5.82464528000000037e0,1.16772899999999993e1
1.11365300000000004e-3,8.28306330000000059e1,4.93441613000000032e1,1.55733599999999992e1
1.11403999999999995e-3,2.60079320000000003e1,4.81735927999999980e0,1.20454799999999995e1
1.11651900000000006e-3,2.56956190000000007e1,4.49158328000000040e0,1.29700799999999994e1
1.11761200000000003e-3,2.22366339999999987e1,2.72575427999999986e0,1.07435600000000004e1
1.11813400000000001e-3,3.11091820000000006e1,8.55655027999999973e0,9.25566000000000066e0
1.11912100000000005e-3,4.04157790000000006e1,7.98425727999999957e0,1.33017000000000003e1
1.12026500000000006e-3,3.18999720000000018e1,6.53759027999999986e0,1.20710499999999996e1
1.12157800000000003e-3,2.38655860000000004e1,3.19863427999999983e0,1.03142499999999995e1
1.12239099999999993e-3,5.71468029999999985e1,2.63068412999999985e1,1.11145899999999997e1
1.12272900000000004e-3,6.56623629999999991e1,3.31079513000000034e1,1.19972300000000001e1
1.12359299999999999e-3,8.37160429999999991e1,3.10416212999999992e1,1.49002099999999995e1
1.12435500000000006e-3,3.08108819999999994e1,6.15876028000000009e0,1.19736999999999991e1
1.12567399999999990e-3,2.70321719999999992e1,4.96883027999999971e0,1.19534199999999995e1
1.12643000000000010e-3,4.16165510000000012e1,6.35022927999999975e0,1.19234000000000009e1
1.12746999999999999e-3,2.44048189999999998e1,4.31586026999999994e0,1.02712900000000005e1
1.12780999999999992e-3,2.59640099999999983e1,7.67892127000000002e0,9.39846400000000060e0
1.12826799999999998e-3,8.74354430000000065e1,2.92260212999999993e1,1.57064900000000005e1
1.12999299999999993e-3,3.28034940000000006e1,6.44659227000000001e0,1.15573300000000003e1
1.13056200000000010e-3,1.87921599999999991e1,3.37647926999999992e0,1.03300000000000001e1
1.13361600000000005e-3,4.16360730000000032e1,2.26594213000000018e1,1.27595200000000002e1
1.13562899999999998e-3,2.58509300000000017e1,2.46017827000000011e0,1.12011900000000004e1
1.13626000000000005e-3,2.64763510000000011e1,2.28151926999999999e0,1.03995999999999995e1
1.13761399999999990e-3,2.52286320000000011e1,3.86797026999999982e0,1.04025800000000004e1
1.13797199999999990e-3,2.31170900000000010e1,1.73560826999999995e0,1.00729299999999995e1
1.13896000000000006e-3,4.36372099000000020e1,2.22998827000000022e0,1.11430299999999995e1
1.14002099999999996e-3,2.40992768999999996e1,1.02727527000000007e0,1.26903500000000005e1
1.14134099999999993e-3,3.61673278999999965e1,3.83689627000000000e0,1.20325299999999995e1
1.14263600000000004e-3,2.53010789000000003e1,1.11065313000000003e1,8.52570900000000087e0
1.14334700000000007e-3,2.47143252999999987e2,7.57768612999999931e1,5.39650899999999965e1
1.14406899999999995e-3,5.37477309000000005e1,9.35755926999999943e0,1.48781800000000004e1
1.14598000000000000e-3,2.13009349000000014e1,3.92618026000000020e0,9.73713300000000004e0
1.14625800000000004e-3,2.45910039000000005e1,3.14937925999999990e0,9.28745299999999929e0
1.14813000000000003e-3,3.08786829000000012e1,7.91437126000000024e0,1.25731099999999998e1
1.14867300000000001e-3,1.62784398999999986e1,1.75742226000000001e0,1.18413000000000004e1
1.14901499999999998e-3,2.00597259000000001e1,1.86217425999999997e0,1.21180800000000009e1
1.14985099999999991e-3,3.39053629000000001e1,4.26024125999999992e0,1.18034599999999994e1
1.15095900000000001e-3,1.62658628999999983e1,1.41841726000000001e0,1.15624000000000002e1
1.15279500000000008e-3,5.00791229000000016e1,1.08015112999999996e1,1.14997900000000008e1
1.15406300000000009e-3,1.11993373000000005e2,6.22059013000000007e1,1.76834999999999987e1
1.15533200000000002e-3,2.75715338999999986e1,4.13724225999999984e0,1.10861999999999998e1
1.15712299999999992e-3,2.98346818999999996e1,7.11828025999999969e0,9.76581999999999972e0
1.15714899999999989e-3,2.79458328999999992e1,6.13871126000000000e0,1.06446600000000000e1
1.15766900000000006e-3,3.31160039000000026e1,6.38917225999999960e0,1.01966800000000006e1
1.15955700000000008e-3,1.75470372999999995e2,5.11277212999999975e1,3.01489100000000008e1
1.16022200000000003e-3,1.01898242999999994e2,3.22500013000000010e1,1.82605000000000004e1
1.16157799999999992e-3,7.67960429000000033e1,1.49624413000000001e1,1.58192500000000003e1
1.16236599999999996e-3,6.27732929000000013e1,3.04193913000000009e1,1.19209399999999999e1
1.16337899999999998e-3,8.72077799000000056e1,7.65366825999999989e0,1.64323900000000016e1
1.16511299999999996e-3,7.09284329000000042e1,1.16336613000000000e1,1.26427999999999994e1
1.16656599999999996e-3,9.99444129000000032e1,1.50908312999999996e1,1.84718599999999995e1
1.16762900000000011e-3,1.56510222999999996e2,6.87148313000000002e1,2.89319999999999986e1
1.16803400000000009e-3,4.25857229000000004e1,1.35440512999999996e1,1.60382099999999994e1
1.16874899999999996e-3,1.87985058999999985e1,3.53349825000000006e0,1.22067099999999993e1
1.17197400000000011e-3,6.90278718999999938e1,3.78110025000000016e0,1.48217499999999998e1
1.17271299999999992e-3,2.88886488999999997e1,4.74594525000000012e0,1.46594899999999999e1
1.17396100000000006e-3,4.15519259000000005e1,2.31028425000000004e0,1.29733400000000003e1
1.17472800000000010e-3,2.22634739000000010e1,4.18212724999999974e0,1.21831700000000005e1
1.17538499999999993e-3,7.35262828999999982e1,1.38273413000000005e1,1.29436900000000001e1
1.17547300000000001e-3,4.38377709000000024e1,5.25641925000000043e0,1.62921000000000014e1
1.17636600000000009e-3,4.74216328999999988e1,3.11143124999999987e0,1.46967700000000008e1
1.17720999999999993e-3,3.76163258999999996e1,1.65257712000000012e1,1.35475800000000000e1
1.18149800000000001e-3,3.06337699000000008e1,5.92875824999999956e0,1.13123900000000006e1
1.18306800000000001e-3,4.56876529000000033e1,1.71821711999999991e1,1.11544699999999999e1
1.18360899999999996e-3,9.25440229000000016e1,2.74155912000000015e1,1.81114999999999995e1
1.18560900000000001e-3,2.93847388999999986e1,6.56444723999999979e0,1.24900699999999993e1
1.18667100000000004e-3,4.90812929000000011e1,1.19318411999999991e1,1.14415700000000005e1
1.18730200000000011e-3,4.05598708999999999e1,3.32602924000000000e0,1.16236999999999995e1
1.18967399999999994e-3,2.62456549000000017e1,4.09532323999999992e0,1.20278100000000006e1
1.19013200000000000e-3,2.95044198999999985e1,7.68611823999999988e0,1.04810400000000001e1
1.19033000000000008e-3,4.30066138999999978e1,7.80057224000000016e0,1.30833700000000004e1
1.19136799999999994e-3,2.19018519000000005e1,5.08176524000000018e0,1.12354800000000008e1
1.19246200000000004e-3,3.09812308999999999e1,5.62055924000000040e0,1.05835699999999999e1
1.19279600000000009e-3,7.49251328999999942e1,2.02888012000000018e1,1.54043399999999995e1
1.19569100000000003e-3,2.81077559000000008e1,4.42562424000000032e0,1.14466099999999997e1
1.19649600000000002e-3,2.06883239000000003e1,3.81209924000000022e0,9.12536599999999964e0
1.19874200000000004e-3,2.45253878999999984e1,2.66385623999999988e0,1.14023800000000008e1
1.20092799999999998e-3,2.34448103000000003e2,4.77384411999999969e1,5.07078599999999966e1
1.20319000000000003e-3,3.71670949000000022e1,6.40415323000000036e0,1.23654799999999998e1
1.20400499999999996e-3,3.09944488999999983e1,5.05329723000000008e0,1.16546000000000003e1
1.20468000000000007e-3,4.95270829000000035e1,9.81766123000000057e0,1.27320899999999995e1
1.20543499999999993e-3,2.82697198999999983e1,5.29840822999999972e0,1.11941699999999997e1
1.20612400000000004e-3,4.83417703000000017e2,1.81011700999999988e2,1.92091800000000006e2
1.20688200000000005e-3,1.52499126000000000e1,9.75911732000000032e-1,1.33347300000000004e1
1.20764599999999994e-3,9.05864528999999976e1,2.53149711999999987e1,1.87945300000000017e1
1.20930600000000005e-3,1.67196499000000003e1,1.85187823000000007e0,1.23203800000000001e1
1.21066300000000006e-3,1.99111758999999999e1,2.26171122999999996e0,1.11050799999999992e1
1.21318300000000006e-3,4.39484829000000019e1,5.26679923000000016e0,9.22942199999999957e0
1.21335699999999998e-3,5.25089158999999981e1,8.53432422999999929e0,1.15886099999999992e1
1.21565900000000001e-3,3.04260128999999999e1,2.23123123000000012e0,1.28457600000000003e1
1.21837099999999999e-3,1.64079389000000013e1,2.24916722999999985e0,1.12056799999999992e1
1.21945400000000002e-3,3.21200939000000005e1,8.17331223000000051e0,1.17084899999999994e1
1.22021299999999994e-3,7.86061528999999979e1,2.16610912000000013e1,1.54891299999999994e1
1.22051199999999999e-3,2.59728078999999994e1,4.28995622999999959e0,1.42462400000000002e1
1.22164800000000009e-3,2.97119488999999994e1,4.67724721999999993e0,1.19058899999999994e1
1.22261700000000006e-3,3.79665169000000020e1,5.55195521999999997e0,1.20700900000000004e1
1.22368700000000000e-3,6.33192029000000005e1,2.08810411999999985e1,1.26586300000000005e1
1.22447700000000007e-3,9.43525328999999999e1,2.65928311999999991e1,1.67719400000000007e1
