# NJOY2016 0 K U-235 ESZ at grid energies this port also chose.
# Oracle for tests/acer_ce_esz_vs_njoy2016.rs. Columns are MeV and barns.
# 17 significant digits: f64 needs that to round-trip exactly, and the test
# matches grid energies by EXACT equality.
energy_mev,total_b,absorption_b,elastic_b
1.68975799999999997e-3,2.71866443000000004e2,8.18671410000000037e1,8.73208000000000055e1
1.69225600000000006e-3,3.96562746999999973e1,7.74042298999999989e0,1.32792499999999993e1
1.69375899999999998e-3,2.26630657000000006e1,2.27906699000000001e0,1.19971300000000003e1
1.69477199999999999e-3,1.58661642999999998e2,6.17191509999999965e1,3.49474400000000003e1
1.69596099999999995e-3,6.13796217000000013e1,6.94156997999999970e0,1.45569900000000008e1
1.69769299999999990e-3,5.79690026999999972e1,1.02374810000000007e1,1.32872199999999996e1
1.69913500000000006e-3,8.82614027000000050e1,1.90873010000000001e1,1.62872999999999983e1
1.70144200000000006e-3,6.45801696999999990e1,5.51601797999999999e0,1.60183900000000001e1
1.70336800000000003e-3,1.15740543000000002e2,1.44575510000000005e1,2.52412899999999993e1
1.70634499999999995e-3,3.32661747000000005e1,3.56328297999999988e0,1.25821600000000000e1
1.70751800000000010e-3,3.19356477000000005e1,6.92248598000000026e0,1.25136900000000004e1
1.71003800000000010e-3,3.61679917000000017e1,4.19627997999999991e0,1.25842100000000006e1
1.71164600000000004e-3,3.45212287000000018e1,5.54104697999999996e0,1.15262700000000002e1
1.71477200000000004e-3,1.51000216999999992e1,1.13721398000000007e0,1.16953099999999992e1
1.71507400000000003e-3,2.61900297000000002e1,3.82235798000000004e0,1.19348799999999997e1
1.71572700000000001e-3,2.05305816999999990e1,2.00367797000000003e0,1.18424999999999994e1
1.71743299999999998e-3,6.32672926999999987e1,1.44345409999999994e1,1.45384399999999996e1
1.71947900000000010e-3,2.49766377000000013e1,4.93824997000000021e0,1.11537699999999997e1
1.72012899999999993e-3,4.40322947000000013e1,5.43292296999999991e0,1.18622099999999993e1
1.72243500000000003e-3,2.36703657000000014e1,4.07972396999999987e0,1.31247000000000007e1
1.72313200000000005e-3,3.30018527000000006e1,1.99219097000000001e0,1.24364000000000008e1
1.72518299999999992e-3,5.94430497000000031e1,7.39532797000000031e0,1.33291199999999996e1
1.72539299999999998e-3,4.04293057000000005e1,7.56570397000000039e0,1.32330900000000007e1
1.72623000000000004e-3,2.21607397000000006e1,4.60066297000000013e0,9.49681700000000006e0
1.72663799999999996e-3,8.18097537000000017e1,7.49382196999999994e0,1.73133499999999998e1
1.72829800000000007e-3,7.20800427000000070e1,1.46144909999999992e1,1.52782800000000005e1
1.72972100000000004e-3,4.47625497000000010e1,6.13278796999999987e0,1.19478500000000007e1
1.73093800000000001e-3,4.75003226999999981e1,1.29373009999999997e1,1.24848800000000004e1
1.73344800000000006e-3,1.79941716999999990e1,3.29942197000000004e0,1.00000400000000003e1
1.73353099999999996e-3,3.60654807000000019e1,8.59585897000000010e0,1.15719999999999992e1
1.73584700000000000e-3,6.21412327000000033e1,1.42600610000000003e1,1.96708900000000000e1
1.73834599999999999e-3,2.29368452999999988e2,6.78565109999999976e1,6.59066799999999944e1
1.73998899999999995e-3,1.45823962999999992e2,3.94886109999999988e1,3.61368500000000026e1
1.74289800000000010e-3,2.98742316999999993e1,7.82014996000000018e0,1.08020499999999995e1
1.74297400000000000e-3,3.30194477000000006e1,6.41806595999999985e0,1.33644499999999997e1
1.74411599999999998e-3,2.20100017000000001e1,6.08265496000000017e0,1.04435599999999997e1
1.74569099999999995e-3,7.85298626999999954e1,1.32134909999999994e1,1.62062899999999992e1
1.74727499999999996e-3,2.49662676999999995e1,1.48642596000000005e0,1.24968500000000002e1
1.74906900000000001e-3,6.70186927000000026e1,1.11961110000000001e1,1.33188099999999991e1
1.75014200000000010e-3,3.56480837000000008e1,3.86442196000000004e0,1.22087599999999998e1
1.75113700000000005e-3,4.46384256999999991e1,1.99233396000000007e0,1.37709899999999994e1
1.75293400000000005e-3,5.89217226999999966e1,1.02975809999999992e1,1.53873599999999993e1
1.75489599999999993e-3,7.24229926999999947e1,3.32905909999999992e1,1.65377200000000002e1
1.75807799999999994e-3,2.23186047000000016e1,5.67279695000000039e0,9.51187099999999930e0
1.75846199999999992e-3,4.06849526999999966e1,1.24650110000000005e1,1.28202400000000001e1
1.75950299999999994e-3,1.78286936999999988e1,3.07561594999999999e0,8.77761199999999953e0
1.75998400000000003e-3,5.06499726999999993e1,5.99811095000000005e0,1.22035999999999998e1
1.76057600000000002e-3,2.41353517000000011e1,2.93548594999999990e0,1.24077699999999993e1
1.76163600000000002e-3,4.75251786999999979e1,1.93450695000000006e0,1.30877400000000002e1
1.76485800000000001e-3,3.50636237000000008e1,6.33486194999999963e0,1.35065000000000008e1
1.76590800000000006e-3,2.89858787000000007e1,2.38073695000000018e0,1.22991200000000003e1
1.76888299999999996e-3,1.50506937000000001e1,4.56029950000000017e-1,1.04032800000000005e1
1.77128700000000008e-3,2.40169152999999994e2,1.30449601000000001e2,7.15812499999999972e1
1.77151999999999995e-3,9.64542627000000010e1,6.31732409000000033e1,2.02734300000000012e1
1.77409500000000006e-3,3.52269436999999996e1,7.71392194999999958e0,1.09165600000000005e1
1.77477899999999998e-3,3.65368847000000017e1,1.29655294999999993e0,1.23377800000000004e1
1.77600900000000005e-3,2.22774147000000013e1,4.97014195000000036e0,1.13867700000000003e1
1.77722399999999999e-3,6.49798736999999988e1,6.34256195000000034e0,1.47498100000000001e1
1.77998700000000002e-3,4.35151006999999979e1,2.85310893999999982e0,1.37009799999999995e1
1.78167199999999999e-3,1.59340057000000002e1,1.93146993999999994e0,9.47670199999999952e0
1.78192900000000002e-3,4.24929477000000020e1,7.20352593999999957e0,1.16161100000000008e1
1.78260599999999995e-3,5.34188126999999966e1,1.28603708999999995e1,1.43063400000000005e1
1.78356499999999998e-3,1.41651893000000001e2,4.21040909000000028e1,3.09763799999999989e1
1.78471599999999999e-3,4.47271227000000025e1,1.05059409000000006e1,1.30231100000000009e1
1.78667499999999994e-3,3.37524396999999965e1,1.12313209000000001e1,1.31027199999999997e1
1.78807500000000008e-3,1.45264407000000002e1,1.80916194000000008e0,8.66561399999999971e0
1.78848099999999997e-3,9.23755926999999986e1,2.03680109000000016e1,1.88145300000000013e1
1.78956300000000009e-3,2.88647627000000000e1,2.58744094000000002e0,1.26389700000000005e1
1.79130700000000001e-3,1.14632302999999993e2,3.05949209000000018e1,2.31754700000000007e1
1.79313400000000005e-3,3.50589726999999982e1,5.64405093999999963e0,1.14428699999999992e1
1.79428300000000003e-3,2.55540717000000015e1,7.73899793999999996e0,9.39810100000000048e0
1.79465300000000000e-3,8.24583927000000045e1,1.99893909000000001e1,1.19783600000000003e1
1.79471699999999993e-3,1.29341823000000005e2,3.00038109000000013e1,2.73481999999999985e1
1.79561799999999991e-3,4.02392527000000015e1,3.65551094000000010e0,1.26569000000000003e1
1.79711900000000002e-3,3.31217477000000002e1,2.64367594000000006e0,1.22886199999999999e1
1.79953800000000005e-3,3.87868447000000032e1,4.06859294000000027e0,1.32828099999999996e1
1.80408499999999998e-3,5.24454757000000029e1,3.58954393000000005e0,1.35039200000000008e1
1.80564399999999991e-3,3.31032636999999994e1,4.55872192999999992e0,1.14510199999999998e1
1.80851300000000009e-3,1.79435266999999996e1,3.87169593000000001e0,1.02592599999999994e1
1.80932800000000002e-3,2.61574833000000012e2,7.86346108999999984e1,8.62941000000000003e1
1.81002700000000008e-3,3.00636676999999999e1,4.93065593000000035e0,1.43284500000000001e1
1.81101299999999999e-3,3.63725457000000034e1,6.92495393000000004e0,1.31002700000000001e1
1.81105200000000006e-3,3.01611006999999987e1,5.27112593000000018e0,1.51230799999999999e1
1.81570400000000002e-3,6.53316427000000033e1,1.09560508999999993e1,1.46367700000000003e1
1.81686400000000007e-3,1.65200056999999987e1,1.33605993000000001e0,1.15489599999999992e1
1.81776300000000002e-3,2.60016007000000009e1,5.36064393000000017e0,1.09779099999999996e1
1.82045600000000003e-3,2.44114927000000002e1,6.64641693000000000e0,9.93864400000000003e0
1.82079099999999999e-3,3.21639176999999989e1,9.31741592999999924e0,1.17049400000000006e1
1.82178599999999993e-3,7.85837626999999941e1,1.25196708999999995e1,1.59356399999999994e1
1.82310400000000009e-3,5.64864687000000032e1,7.21811691999999994e0,1.54288900000000009e1
1.82507000000000003e-3,2.08067062999999990e2,7.01754308999999949e1,5.83187199999999990e1
1.82609299999999999e-3,2.95357586999999988e1,7.03233691999999966e0,1.34843499999999992e1
1.82750300000000007e-3,3.15339966999999994e1,6.07329492000000037e0,1.18442200000000000e1
1.82814599999999989e-3,2.61006746999999990e1,5.10044291999999988e0,1.15361600000000006e1
1.82888400000000002e-3,7.78518327000000028e1,2.58809208999999996e1,1.62475500000000004e1
1.82962699999999990e-3,3.34834896999999998e1,3.46020792000000021e0,1.25000099999999996e1
1.83076900000000010e-3,4.53067787000000024e1,4.63785691999999994e0,1.26164900000000006e1
1.83299099999999996e-3,4.58738926999999990e1,1.08424908999999996e1,1.17425599999999992e1
1.83514899999999989e-3,1.01548783000000000e2,2.57248409000000002e1,2.09803400000000018e1
1.83590800000000003e-3,2.11819546999999986e1,5.03519191999999993e0,1.29391300000000005e1
1.83674800000000003e-3,3.56801357000000010e1,1.49279209000000002e1,1.16153600000000008e1
1.83757600000000005e-3,1.10672072999999997e2,2.62112708999999988e1,2.16764900000000011e1
1.84078499999999995e-3,2.02704887000000014e1,2.97696491999999990e0,1.22704199999999997e1
1.84092799999999992e-3,3.55667376999999973e1,6.92856591999999960e0,1.42703299999999995e1
1.84695100000000010e-3,6.47814127000000042e1,1.79874608999999985e1,1.36471400000000003e1
1.84826099999999991e-3,1.27402663000000004e2,3.33146209000000013e1,3.08101899999999986e1
1.84889699999999995e-3,3.14939786999999995e1,7.42925691000000032e0,1.04584899999999994e1
1.84908600000000000e-3,2.56090586999999985e1,4.08866890999999999e0,1.18033800000000006e1
1.85206600000000009e-3,4.31004487000000012e1,3.22210690999999994e0,1.38636700000000008e1
1.85409300000000002e-3,4.65584156999999976e1,7.75955391000000017e0,1.35766100000000005e1
1.85733600000000001e-3,2.40497036999999985e1,4.24147091000000032e0,7.74255099999999974e0
1.85987799999999992e-3,2.54221406999999999e1,3.67590890999999997e0,1.32844899999999999e1
1.86062800000000002e-3,1.64792223000000000e1,1.95684590999999997e0,1.38361300000000007e1
1.86179700000000010e-3,5.02713127000000028e1,1.34858008999999992e1,1.26432400000000005e1
1.86180000000000004e-3,5.04590026999999992e1,1.34269608999999992e1,1.29448600000000003e1
1.86984299999999994e-3,2.72395147000000009e1,8.18501589999999979e0,1.05855700000000006e1
1.87133200000000007e-3,1.66567422999999991e2,4.76448808999999969e1,4.05078999999999994e1
1.87272799999999994e-3,1.89538657000000015e1,3.25757090000000016e0,1.21370199999999997e1
1.87507600000000004e-3,4.46717946999999995e1,5.42994290000000035e0,1.33881200000000007e1
1.87688700000000004e-3,3.02686677000000017e1,5.99026589999999981e0,1.10069900000000001e1
1.87779799999999997e-3,6.61464627000000007e1,1.54629308999999999e1,1.61585500000000017e1
1.87953100000000004e-3,5.55207027000000011e1,1.36974508999999998e1,1.33031699999999997e1
1.88084899999999998e-3,4.08627426999999983e1,1.34283809000000005e1,1.32536600000000000e1
1.88302400000000007e-3,2.13056416999999989e1,5.08284089999999988e0,1.14713899999999995e1
1.88364799999999992e-3,2.72236076999999987e1,7.70763390000000026e0,1.13406900000000004e1
1.88508899999999995e-3,2.35138193000000001e2,5.90974108999999999e1,7.32440799999999967e1
1.88626000000000006e-3,2.82936696999999988e1,7.92361588999999977e0,1.15974299999999992e1
1.88633799999999999e-3,2.72576977000000014e1,4.22554589000000025e0,1.36891700000000007e1
1.88653900000000001e-3,2.31321246999999985e1,4.19779789000000036e0,1.40788799999999998e1
1.88993199999999998e-3,7.87930427000000009e1,1.34518409000000005e1,1.88536299999999990e1
1.89164400000000005e-3,2.20564627000000009e1,3.54716088999999979e0,1.22906700000000004e1
1.89338000000000006e-3,8.08277827000000002e1,4.69134208999999984e1,1.86426599999999993e1
1.89561200000000008e-3,1.99286276999999998e1,3.86538589000000021e0,1.06842000000000006e1
1.89562999999999993e-3,2.03898046999999991e1,4.02977389000000041e0,1.10873500000000007e1
1.89879400000000009e-3,4.81617656999999966e1,8.41941388999999951e0,1.22332500000000000e1
1.90050799999999997e-3,2.71333057000000011e1,5.85513688999999982e0,1.15366300000000006e1
1.90116099999999995e-3,5.25539527000000035e1,1.42504808999999995e1,1.31600800000000007e1
1.90285299999999992e-3,7.45024327000000000e1,1.55382908999999998e1,1.63816300000000012e1
1.90434000000000003e-3,3.58032777000000024e1,3.27437588999999996e0,1.23266299999999998e1
1.90583300000000001e-3,2.02982237000000012e1,5.26108388000000016e0,1.04748500000000000e1
1.90675099999999993e-3,6.39097687000000008e1,9.47274688000000076e0,1.41677499999999998e1
1.90838599999999998e-3,4.72546637000000018e1,8.78857187999999923e0,1.24413099999999996e1
1.91049399999999999e-3,6.55386026999999984e1,1.01573709000000001e1,1.43578100000000006e1
1.91245200000000003e-3,2.26135117000000001e1,3.66681588000000014e0,9.90917100000000062e0
1.91303000000000003e-3,2.85566336999999990e1,4.07807188000000043e0,1.06928800000000006e1
1.91483600000000006e-3,3.64682017000000016e1,1.12445809000000008e1,7.75071900000000014e0
1.91891200000000005e-3,5.71492847000000026e1,7.79649287999999974e0,1.55836400000000008e1
1.92043399999999994e-3,2.05501077000000016e1,2.08821088000000010e0,1.18982600000000005e1
1.92132299999999995e-3,1.94950946999999992e1,3.46243387999999985e0,1.13662600000000005e1
1.92220499999999996e-3,2.62683627000000008e1,9.95879387999999999e0,8.31062799999999946e0
1.92466600000000001e-3,4.50174696999999995e1,4.49641988000000037e0,9.64601799999999976e0
1.92541299999999995e-3,2.57166397000000018e1,4.21793587999999975e0,1.38553499999999996e1
1.92662200000000001e-3,4.53161107000000030e1,8.05312887000000011e0,1.16427300000000002e1
1.93078000000000000e-3,5.04847467000000023e1,6.89507487000000019e0,1.29329300000000007e1
1.93218199999999995e-3,1.91427706999999998e1,6.40852687000000021e0,9.61042199999999980e0
1.93419100000000004e-3,3.13472666999999987e1,5.94362486999999984e0,1.27796199999999995e1
1.93656199999999996e-3,1.60898212999999998e2,8.21860609000000011e1,3.88099100000000021e1
1.93806800000000004e-3,1.39959192999999999e2,2.75450109000000012e1,3.17980200000000011e1
1.93986599999999994e-3,1.55790897000000008e1,2.24706786999999997e0,9.78914100000000076e0
1.94061499999999992e-3,1.45090383000000003e2,2.70413609000000008e1,4.10538499999999971e1
1.94203200000000000e-3,3.70419626999999991e1,1.00395509000000001e1,1.33309200000000008e1
1.94231999999999998e-3,3.71621497000000005e1,9.55248787000000021e0,1.40475800000000000e1
1.94377000000000005e-3,8.92708827000000014e1,2.18068509000000006e1,1.91433999999999997e1
1.94680999999999999e-3,1.44876113000000004e2,7.35093708999999933e1,3.35072400000000030e1
1.94926299999999991e-3,5.38742826000000008e1,2.09508608999999986e1,1.35626400000000000e1
1.95068299999999993e-3,6.33027325999999988e1,1.47090408999999998e1,1.42337500000000006e1
1.95599399999999996e-3,6.25561725999999965e1,2.36294208999999995e1,1.43716000000000008e1
1.95652200000000004e-3,4.68108926000000025e1,1.99113009000000005e1,1.39566499999999998e1
1.95767700000000011e-3,8.66029025999999931e1,2.82955709000000013e1,1.73032600000000016e1
1.95886299999999992e-3,2.02661546000000001e1,3.92395185999999985e0,1.13574500000000000e1
1.95998199999999987e-3,6.89102125999999942e1,1.70859409000000007e1,1.56850699999999996e1
1.96129900000000012e-3,8.48027126000000067e1,2.40256109000000002e1,1.75453399999999995e1
1.96278599999999978e-3,3.92845676000000026e1,5.47014585999999969e0,1.22253500000000006e1
1.96413400000000019e-3,7.37801026000000064e1,8.67108086000000000e0,1.49244800000000009e1
1.96622600000000017e-3,5.44568325999999985e1,1.01192509000000008e1,1.14744499999999992e1
1.96720699999999990e-3,2.54323936000000010e1,6.36734285999999994e0,8.72550900000000063e0
1.96804399999999996e-3,7.64518986000000069e1,8.73460685999999953e0,2.03739799999999995e1
1.97002600000000016e-3,2.64421755999999988e1,3.99989384999999986e0,1.20263899999999992e1
1.97077199999999998e-3,3.70796556000000024e1,9.51355384999999920e0,1.41510200000000008e1
1.97101999999999998e-3,1.76640416000000009e1,1.90253885000000000e0,1.26481899999999996e1
1.97240199999999984e-3,1.14982062999999997e2,5.35815909000000019e1,2.85373100000000015e1
1.97385900000000012e-3,3.87016946000000033e1,3.43305285000000016e0,1.22386800000000004e1
1.97506899999999987e-3,3.14485236000000015e1,9.70771185000000081e0,1.09920100000000005e1
1.97659799999999998e-3,3.99469396000000003e1,1.71107809000000017e1,7.95846699999999974e0
1.97733399999999986e-3,2.01970603000000011e2,5.71634408999999977e1,5.79613200000000006e1
1.97943200000000015e-3,4.42886536000000035e1,7.37004184999999978e0,1.18114200000000000e1
1.97961400000000020e-3,5.86820146000000022e1,3.54521284999999997e0,1.66243200000000009e1
1.98090200000000010e-3,2.49898015999999998e1,3.80756484999999989e0,1.30619099999999992e1
1.98095499999999996e-3,3.04599276000000003e1,6.09212084999999970e0,1.46057699999999997e1
1.98197400000000006e-3,2.79618895999999992e1,2.59101785000000007e0,1.30796200000000002e1
1.98297900000000017e-3,3.52616015999999988e1,5.83480985000000008e0,1.25444600000000008e1
1.98434700000000002e-3,6.84046125999999930e1,2.53765907999999989e1,1.52645300000000006e1
1.98601899999999989e-3,8.39333625999999953e1,1.54777708000000001e1,1.98090800000000016e1
1.98814399999999985e-3,2.74651145999999997e1,6.50887085000000010e0,1.24905399999999993e1
1.98856399999999996e-3,2.22252046000000014e1,5.11594785000000041e0,1.14251400000000007e1
1.98931500000000018e-3,6.43312025999999975e1,1.24684007999999995e1,1.48903599999999994e1
1.99238000000000019e-3,5.28191125999999969e1,1.98349007999999998e1,1.39051700000000000e1
1.99453400000000006e-3,2.69873685999999999e1,6.44030483999999959e0,1.21745300000000007e1
1.99469399999999998e-3,4.44190496000000010e1,5.93390783999999982e0,1.38196600000000007e1
1.99548499999999997e-3,3.33934715999999980e1,1.85807984000000004e0,1.31714800000000007e1
1.99772500000000011e-3,2.94061595999999987e1,4.49466683999999983e0,1.51493900000000004e1
1.99926500000000007e-3,3.07857465999999995e1,1.15256907999999996e1,1.08737399999999997e1
1.99976799999999986e-3,4.17213366000000008e1,4.65835484000000033e0,1.17012800000000006e1
2.00000000000000004e-3,4.62853015999999968e1,7.53911983999999968e0,1.26368299999999998e1
2.00132900000000004e-3,1.81709763000000009e2,1.23302200999999997e2,4.84007300000000029e1
2.00133800000000008e-3,1.59447521999999992e2,9.56616207999999943e1,5.38040400000000005e1
2.00257999999999990e-3,2.86716826000000005e1,7.36018284000000023e0,9.18023799999999923e0
2.00295999999999981e-3,7.73293926000000056e1,1.01509508000000004e1,2.11872499999999988e1
2.00321699999999984e-3,2.61722205999999993e1,2.44019084000000008e0,1.73333200000000005e1
2.00661600000000013e-3,5.30394926000000027e1,1.17820008000000005e1,1.74751300000000001e1
2.00686400000000013e-3,2.03705685999999986e1,1.91901684000000006e0,1.44148499999999995e1
2.00856300000000010e-3,2.19863175999999996e1,1.97670384000000010e0,1.56830099999999995e1
2.00877499999999997e-3,4.16230976000000013e1,9.61226583999999917e0,1.60968200000000010e1
2.00901999999999982e-3,4.01219425999999970e1,1.12511308000000003e1,1.58183199999999999e1
2.01088900000000008e-3,6.87068026000000032e1,2.47010107999999988e1,1.64680900000000001e1
2.01156200000000016e-3,5.10803426000000016e1,1.34574908000000004e1,1.49837600000000002e1
2.01158899999999983e-3,4.67148725999999996e1,1.09274807999999997e1,1.73283699999999996e1
2.01277199999999991e-3,3.30219536000000033e1,8.46355183999999916e0,1.19468999999999994e1
2.01294800000000008e-3,3.33652915999999991e1,7.39396983999999957e0,1.32812999999999999e1
2.01362799999999995e-3,5.18054326000000032e1,1.70395707999999999e1,1.43235600000000005e1
2.01451299999999989e-3,1.73352806000000008e1,1.88175284000000009e0,1.27451899999999991e1
2.01494399999999985e-3,2.58174005999999991e1,4.94861783999999982e0,1.22268000000000008e1
2.01590399999999979e-3,1.77324626999999992e1,2.88600284000000018e0,1.10762699999999992e1
2.01604799999999989e-3,2.18551566999999984e1,4.78524583999999997e0,1.10426699999999993e1
2.01627799999999982e-3,4.16728627000000031e1,1.17365207999999992e1,1.29741199999999992e1
2.01689599999999979e-3,3.29050136999999978e1,8.68693183999999974e0,1.28862000000000005e1
2.01777300000000005e-3,2.91393367000000012e1,6.23139484000000010e0,1.15088500000000007e1
2.01792999999999981e-3,2.62063896999999990e1,4.59973983999999980e0,1.32674800000000008e1
2.01891099999999997e-3,2.53851607000000001e1,4.19570583999999958e0,1.19461700000000004e1
2.01942599999999995e-3,2.05805596999999985e1,3.56793383999999980e0,1.17070900000000009e1
2.02016999999999995e-3,6.92153327000000047e1,2.58796907999999988e1,1.38929500000000008e1
2.02017300000000011e-3,6.98520026999999999e1,2.58056908000000007e1,1.45515000000000008e1
2.02195399999999985e-3,2.43333006999999988e1,4.69110384000000025e0,1.09815600000000000e1
2.02212000000000008e-3,2.67150527000000011e1,5.01987084000000028e0,1.16522299999999994e1
2.02223300000000002e-3,3.09427637000000004e1,6.54639184000000007e0,1.25216999999999992e1
2.02429600000000008e-3,1.97136037000000002e1,5.22322683999999970e0,9.46845300000000023e0
2.02438500000000007e-3,3.55128897000000023e1,2.00317807999999999e1,9.55235300000000009e0
2.02440900000000002e-3,3.96321156999999999e1,2.08396107999999991e1,1.29162300000000005e1
2.02503000000000015e-3,1.87847867000000015e1,2.35123383999999991e0,1.25039800000000003e1
2.02751299999999988e-3,5.10163827000000012e1,1.53632208000000006e1,1.32132400000000008e1
2.02904299999999991e-3,2.56058206999999989e1,5.19130983999999973e0,1.16856500000000008e1
2.02940899999999981e-3,1.35548573000000001e1,8.96994442000000003e-1,1.16462199999999996e1
2.03143200000000012e-3,8.48091026999999968e1,2.84778607999999984e1,1.97048899999999989e1
2.03201600000000020e-3,1.65944727000000007e1,3.89989683999999981e0,9.29701900000000059e0
2.03211699999999995e-3,6.64920726999999943e1,3.38399008000000023e1,1.29678299999999993e1
2.03216300000000002e-3,5.50039026999999976e1,2.78611308000000015e1,2.33179799999999986e1
2.03429100000000014e-3,2.91843326999999988e1,7.69371683999999956e0,8.30769399999999969e0
2.03434499999999990e-3,3.70068227000000007e1,1.09246908000000005e1,1.00808999999999997e1
2.03449399999999997e-3,5.23092826999999971e1,1.65286708000000004e1,1.48286200000000008e1
2.03563099999999999e-3,2.63555866999999999e1,6.18727684000000000e0,1.14274699999999996e1
2.03621699999999989e-3,2.07207587000000011e1,4.31190083999999985e0,1.01399200000000000e1
2.03635400000000020e-3,2.87261176999999996e1,7.42835584000000004e0,1.11727799999999995e1
2.03646099999999983e-3,2.49788347000000002e1,5.18539583999999998e0,1.22116699999999998e1
2.03726599999999982e-3,2.00570476999999983e1,4.03003883999999957e0,1.05038300000000007e1
2.03815100000000020e-3,8.42683827000000036e1,4.56516907999999972e1,1.19605499999999996e1
2.03861900000000019e-3,2.17186686999999985e1,3.35526283999999997e0,1.25733599999999992e1
2.04006899999999982e-3,1.93359696999999997e1,3.24987684000000021e0,9.54964299999999966e0
2.04071200000000008e-3,9.07963227000000046e1,3.45146107999999998e1,1.61262399999999992e1
2.04073100000000006e-3,1.04901302999999999e2,3.81286208000000002e1,2.22367799999999995e1
2.04293599999999997e-3,2.65106676999999991e1,4.34727184000000033e0,1.27395099999999992e1
2.04387199999999996e-3,2.57758566999999985e1,6.01332484000000012e0,9.75306999999999924e0
2.04431199999999995e-3,2.64175466999999990e1,4.16158483999999973e0,1.02501200000000008e1
2.04440999999999998e-3,2.31958836999999995e1,2.89692884000000017e0,1.13549600000000002e1
2.04514599999999986e-3,1.10977362999999997e2,4.42139707999999985e1,2.27610199999999985e1
2.04583700000000000e-3,1.76521566999999990e1,2.98609883999999992e0,1.00637899999999991e1
2.04595999999999988e-3,5.72916127000000017e1,1.42484108000000003e1,1.43467900000000004e1
2.04624400000000001e-3,2.27551346999999993e1,4.29709483999999975e0,1.42056199999999997e1
2.04789100000000003e-3,1.12034903000000003e1,7.16104442999999979e-1,9.28639899999999940e0
2.04800899999999994e-3,1.36076397000000000e1,2.18057283999999996e0,9.38179399999999930e0
2.04836499999999991e-3,1.77914546999999992e1,4.20285784000000007e0,7.69686399999999971e0
2.04887700000000016e-3,6.54441927000000021e1,1.69573408000000008e1,1.31598900000000008e1
2.04902499999999989e-3,2.62750367000000011e1,4.82379384000000044e0,1.36686700000000005e1
2.05012600000000021e-3,3.06825252999999975e2,6.86389408000000003e1,1.66260799999999989e2
2.05066100000000006e-3,9.03062627000000049e1,2.48537208000000014e1,2.22514499999999984e1
2.05080699999999998e-3,4.28449327000000011e1,9.60529084000000033e0,2.13679600000000001e1
2.05155599999999995e-3,3.42948896999999988e1,8.58033784000000033e0,1.20382200000000008e1
2.05163699999999982e-3,3.55471377000000004e1,9.31644584000000009e0,1.38768300000000000e1
2.05163999999999997e-3,3.57515817000000027e1,9.24678983999999993e0,1.40520999999999994e1
2.05302000000000002e-3,1.72266102999999987e2,3.86578108000000000e1,5.55069599999999994e1
2.05303800000000009e-3,1.73314382999999992e2,3.76116207999999972e1,6.12145300000000034e1
2.05473899999999987e-3,7.55773027000000042e1,1.21391208000000006e1,1.74364600000000003e1
2.05543800000000014e-3,2.80950826999999990e1,2.88646083999999981e0,1.48138799999999993e1
2.05631000000000000e-3,3.13857067000000001e1,4.45640484000000026e0,1.26122899999999998e1
2.05631400000000006e-3,3.17014266999999990e1,4.45767484000000014e0,1.27505500000000005e1
2.05718999999999997e-3,2.41499707000000008e1,3.01386184000000013e0,1.30917100000000008e1
2.05773399999999987e-3,3.51094496999999990e1,5.28267783999999985e0,1.35400799999999997e1
2.05775599999999999e-3,3.42321926999999988e1,5.21434084000000020e0,1.45467899999999997e1
2.05846500000000021e-3,2.08218417000000002e1,1.12071483999999999e0,1.24530300000000000e1
2.05928699999999992e-3,3.32679826999999975e1,4.21397084000000000e0,1.25011200000000002e1
2.06053400000000015e-3,1.89150616999999990e1,1.94599184000000003e0,1.08676700000000004e1
2.06111599999999999e-3,1.59007357000000003e1,1.02315784000000010e0,1.17503899999999994e1
2.06128599999999985e-3,2.45547927000000001e1,3.48270784000000022e0,1.28462099999999992e1
2.06214500000000004e-3,1.62388766999999987e1,1.71404483999999990e0,1.11565999999999992e1
2.06249799999999985e-3,1.76180787000000016e1,2.10401884000000017e0,1.06265999999999998e1
2.06310699999999979e-3,3.53520357000000018e1,5.43121383999999985e0,1.00153800000000004e1
2.06428200000000018e-3,4.17022867000000019e1,6.86816484000000038e0,1.15206499999999998e1
2.06602900000000004e-3,2.41246466999999996e1,4.62898683999999960e0,1.15711700000000004e1
2.06701200000000002e-3,4.07035397000000003e1,6.67709784000000006e0,1.06209399999999992e1
2.06726599999999990e-3,3.07823697000000003e1,3.26091783999999985e0,1.19514300000000002e1
2.06871500000000005e-3,1.99620137000000000e1,2.98067283999999999e0,1.05668900000000008e1
2.06902300000000013e-3,5.05834527000000023e1,1.28556907999999996e1,1.36379000000000001e1
2.07074199999999998e-3,5.04390627000000009e1,1.20412508000000003e1,1.39877400000000005e1
2.07228100000000004e-3,5.32878206999999975e1,9.31992885000000015e0,1.41497499999999992e1
2.07268700000000014e-3,2.54851087000000014e1,5.29691784999999982e0,1.67781599999999997e1
2.07313300000000001e-3,2.07958487000000005e1,2.64560484999999979e0,1.31379900000000003e1
2.07416299999999996e-3,2.82222836999999984e1,5.57660185000000030e0,1.02836099999999995e1
2.07423399999999989e-3,3.60846297000000007e1,7.40470785000000031e0,1.27770499999999991e1
