# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uz_initial      	Uz_final        	Uz_iters        	U_converged     	e_solver        	e_initial       	e_final         	e_iters         	e_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	omega_solver    	omega_initial   	omega_final     	omega_iters     	omega_converged 	p_solver        	p_initial       	p_final         	p_iters         	p_converged     
0.0445          	DILUPBiCGStab	1.23581230e-03	2.65495450e-07	1	1.95688970e-03	7.45583180e-07	1	false	DILUPBiCGStab	3.97419780e-03	1.52597930e-09	1	true	DILUPBiCGStab	1.85311940e-05	3.36604520e-08	1	true	DILUPBiCGStab	8.76869150e-06	1.41033110e-08	1	true	GAMG	1.06502360e-03	1.13192300e-07	1	true
0.04452         	DILUPBiCGStab	1.23431860e-03	2.65538730e-07	1	1.96118990e-03	7.43458350e-07	1	false	DILUPBiCGStab	3.96782870e-03	1.51502600e-09	1	true	DILUPBiCGStab	1.87047560e-05	3.38592120e-08	1	true	DILUPBiCGStab	8.82292040e-06	1.44337370e-08	1	true	GAMG	1.06247170e-03	1.13685810e-07	1	true
0.04454         	DILUPBiCGStab	1.23261730e-03	2.65541850e-07	1	1.96561940e-03	7.41241730e-07	1	false	DILUPBiCGStab	3.96157200e-03	1.50403120e-09	1	true	DILUPBiCGStab	1.89327840e-05	3.40120120e-08	1	true	DILUPBiCGStab	8.93344200e-06	1.49562630e-08	1	true	GAMG	1.06006260e-03	1.11230710e-07	1	true
0.04456         	DILUPBiCGStab	1.23080310e-03	2.65551600e-07	1	1.97009240e-03	7.38887670e-07	1	false	DILUPBiCGStab	3.95548240e-03	1.49304100e-09	1	true	DILUPBiCGStab	1.91377810e-05	3.40688310e-08	1	true	DILUPBiCGStab	9.05892230e-06	1.54371180e-08	1	true	GAMG	1.05761710e-03	1.09200900e-07	1	true
0.04458         	DILUPBiCGStab	1.22890870e-03	2.65571370e-07	1	1.97447260e-03	7.36364680e-07	1	false	DILUPBiCGStab	3.94942350e-03	1.48210160e-09	1	true	DILUPBiCGStab	1.93078630e-05	3.40076960e-08	1	true	DILUPBiCGStab	9.13737250e-06	1.58498650e-08	1	true	GAMG	1.05516930e-03	1.07947930e-07	1	true
0.0446          	DILUPBiCGStab	1.22701560e-03	2.65616110e-07	1	1.97876100e-03	7.33581670e-07	1	false	DILUPBiCGStab	3.94322160e-03	1.47097850e-09	1	true	DILUPBiCGStab	1.94863870e-05	3.39416760e-08	1	true	DILUPBiCGStab	9.17284240e-06	1.61921680e-08	1	true	GAMG	1.05302790e-03	1.06318540e-07	1	true
0.04462         	DILUPBiCGStab	1.22509570e-03	2.65648590e-07	1	1.98301630e-03	7.30477770e-07	1	false	DILUPBiCGStab	3.93662970e-03	1.45974490e-09	1	true	DILUPBiCGStab	1.96084870e-05	3.38835450e-08	1	true	DILUPBiCGStab	9.18288540e-06	1.64809660e-08	1	true	GAMG	1.05055690e-03	1.07480190e-07	1	true
0.04464         	DILUPBiCGStab	1.22314320e-03	2.65755690e-07	1	1.98729290e-03	7.27129700e-07	1	false	DILUPBiCGStab	3.92979380e-03	1.44865620e-09	1	true	DILUPBiCGStab	1.93724230e-05	3.35591450e-08	1	true	DILUPBiCGStab	9.22821160e-06	1.67259220e-08	1	true	GAMG	1.04794950e-03	1.09326550e-07	1	true
0.04466         	DILUPBiCGStab	1.22116690e-03	2.65876950e-07	1	1.99156940e-03	7.23483980e-07	1	false	DILUPBiCGStab	3.92279750e-03	1.43747160e-09	1	true	DILUPBiCGStab	1.90471370e-05	3.31537050e-08	1	true	DILUPBiCGStab	9.27411180e-06	1.69329880e-08	1	true	GAMG	1.04577020e-03	1.09944920e-07	1	true
0.04468         	DILUPBiCGStab	1.21924430e-03	2.66013980e-07	1	1.99588930e-03	7.19490340e-07	1	false	DILUPBiCGStab	3.91531640e-03	1.42611220e-09	1	true	DILUPBiCGStab	1.86884340e-05	3.28699160e-08	1	true	DILUPBiCGStab	9.26611350e-06	1.72490540e-08	1	true	GAMG	1.04376380e-03	1.09190120e-07	1	true
0.0447          	DILUPBiCGStab	1.21732270e-03	2.66189150e-07	1	2.00034590e-03	7.15164310e-07	1	false	DILUPBiCGStab	3.90719580e-03	1.41462730e-09	1	true	DILUPBiCGStab	1.85502470e-05	3.27555040e-08	1	true	DILUPBiCGStab	9.33194180e-06	1.75429990e-08	1	true	GAMG	1.04188550e-03	1.06053010e-07	1	true
0.04472         	DILUPBiCGStab	1.21532670e-03	2.66387060e-07	1	2.00475530e-03	7.10569090e-07	1	false	DILUPBiCGStab	3.89850040e-03	1.40323180e-09	1	true	DILUPBiCGStab	1.84197100e-05	3.27051620e-08	1	true	DILUPBiCGStab	9.38012250e-06	1.77438800e-08	1	true	GAMG	1.03967200e-03	1.02707880e-07	1	true
0.04474         	DILUPBiCGStab	1.21327970e-03	2.66862450e-07	1	2.00910570e-03	7.05709760e-07	1	false	DILUPBiCGStab	3.88887970e-03	1.39171200e-09	1	true	DILUPBiCGStab	1.84351600e-05	3.26593630e-08	1	true	DILUPBiCGStab	9.38647520e-06	1.78210920e-08	1	true	GAMG	1.03754020e-03	1.03228690e-07	1	true
0.04476         	DILUPBiCGStab	1.21116030e-03	2.67475880e-07	1	2.01344300e-03	7.00536510e-07	1	false	DILUPBiCGStab	3.87920380e-03	1.38007120e-09	1	true	DILUPBiCGStab	1.83518650e-05	3.24756630e-08	1	true	DILUPBiCGStab	9.32286690e-06	1.78218630e-08	1	true	GAMG	1.03601560e-03	1.05785960e-07	1	true
0.04478         	DILUPBiCGStab	1.20898910e-03	2.67981040e-07	1	2.01776300e-03	6.95253590e-07	1	false	DILUPBiCGStab	3.86978680e-03	1.36843460e-09	1	true	DILUPBiCGStab	1.81898190e-05	3.22318410e-08	1	true	DILUPBiCGStab	9.25466790e-06	1.79046960e-08	1	true	GAMG	1.03419510e-03	1.08848980e-07	1	true
0.0448          	DILUPBiCGStab	1.20683970e-03	2.68497410e-07	1	2.02198400e-03	6.89927590e-07	1	false	DILUPBiCGStab	3.86022680e-03	1.35660630e-09	1	true	DILUPBiCGStab	1.80372240e-05	3.20072210e-08	1	true	DILUPBiCGStab	9.19769360e-06	1.79657840e-08	1	true	GAMG	1.03217560e-03	1.10821130e-07	1	true
0.04482         	DILUPBiCGStab	1.20473970e-03	2.69006060e-07	1	2.02601670e-03	6.84639690e-07	1	false	DILUPBiCGStab	3.85037930e-03	1.34476210e-09	1	true	DILUPBiCGStab	1.79336450e-05	3.18877320e-08	1	true	DILUPBiCGStab	9.14458740e-06	1.81531980e-08	1	true	GAMG	1.03023190e-03	1.13208990e-07	1	true
0.04484         	DILUPBiCGStab	1.20261460e-03	2.69535090e-07	1	2.02993770e-03	6.79466570e-07	1	false	DILUPBiCGStab	3.84019260e-03	1.33279910e-09	1	true	DILUPBiCGStab	1.79165360e-05	3.18426250e-08	1	true	DILUPBiCGStab	9.17384360e-06	1.83279760e-08	1	true	GAMG	1.02846950e-03	1.15348340e-07	1	true
0.04486         	DILUPBiCGStab	1.20038410e-03	2.70083220e-07	1	2.03380430e-03	6.74432000e-07	1	false	DILUPBiCGStab	3.82965380e-03	1.32066240e-09	1	true	DILUPBiCGStab	1.79999710e-05	3.17603600e-08	1	true	DILUPBiCGStab	9.18613860e-06	1.84342840e-08	1	true	GAMG	1.02670030e-03	1.17048590e-07	1	true
0.04488         	DILUPBiCGStab	1.19800980e-03	2.70637330e-07	1	2.03766330e-03	6.69571800e-07	1	false	DILUPBiCGStab	3.81894150e-03	1.30848040e-09	1	true	DILUPBiCGStab	1.80524560e-05	3.15908570e-08	1	true	DILUPBiCGStab	9.16889860e-06	1.84153300e-08	1	true	GAMG	1.02518340e-03	1.16980440e-07	1	true
0.0449          	DILUPBiCGStab	1.19568170e-03	2.71173230e-07	1	2.04129040e-03	6.64867490e-07	1	false	DILUPBiCGStab	3.80808780e-03	1.29620680e-09	1	true	DILUPBiCGStab	1.80152460e-05	3.14253380e-08	1	true	DILUPBiCGStab	9.10319120e-06	1.82975540e-08	1	true	GAMG	1.02366950e-03	1.16946470e-07	1	true
0.04492         	DILUPBiCGStab	1.19334810e-03	2.71696120e-07	1	2.04480600e-03	6.60304110e-07	1	false	DILUPBiCGStab	3.79709320e-03	1.28392240e-09	1	true	DILUPBiCGStab	1.79204200e-05	3.11892950e-08	1	true	DILUPBiCGStab	9.01609440e-06	1.81357480e-08	1	true	GAMG	1.02198840e-03	1.18001810e-07	1	true
0.04494         	DILUPBiCGStab	1.19102120e-03	2.72191630e-07	1	2.04828980e-03	6.55855640e-07	1	false	DILUPBiCGStab	3.78608130e-03	1.27156930e-09	1	true	DILUPBiCGStab	1.77343390e-05	3.08768460e-08	1	true	DILUPBiCGStab	8.95547740e-06	1.80338410e-08	1	true	GAMG	1.02022010e-03	1.17553450e-07	1	true
0.04496         	DILUPBiCGStab	1.18868140e-03	2.72793770e-07	1	2.05178750e-03	6.51523030e-07	1	false	DILUPBiCGStab	3.77475390e-03	1.25902400e-09	1	true	DILUPBiCGStab	1.74852890e-05	3.04920790e-08	1	true	DILUPBiCGStab	8.93136760e-06	1.78783360e-08	1	true	GAMG	1.01838950e-03	1.16156670e-07	1	true
0.04498         	DILUPBiCGStab	1.18626440e-03	2.73366180e-07	1	2.05532520e-03	6.47270360e-07	1	false	DILUPBiCGStab	3.76316470e-03	1.24641530e-09	1	true	DILUPBiCGStab	1.71926420e-05	3.01496430e-08	1	true	DILUPBiCGStab	8.89805620e-06	1.77556480e-08	1	true	GAMG	1.01650750e-03	1.13952800e-07	1	true
0.045           	DILUPBiCGStab	1.18387200e-03	2.73913560e-07	1	2.05893310e-03	6.43072960e-07	1	false	DILUPBiCGStab	3.75108670e-03	1.23382450e-09	1	true	DILUPBiCGStab	1.70681380e-05	3.00503630e-08	1	true	DILUPBiCGStab	8.82885240e-06	1.76239260e-08	1	true	GAMG	1.01465670e-03	1.13568060e-07	1	true
0.04502         	DILUPBiCGStab	1.18141590e-03	2.74429750e-07	1	2.06249740e-03	6.38909140e-07	1	false	DILUPBiCGStab	3.73894770e-03	1.22114940e-09	1	true	DILUPBiCGStab	1.72600020e-05	3.00340920e-08	1	true	DILUPBiCGStab	8.80835280e-06	1.74847360e-08	1	true	GAMG	1.01287800e-03	1.15341650e-07	1	true
0.04504         	DILUPBiCGStab	1.17889150e-03	2.74922330e-07	1	2.06611720e-03	6.34779060e-07	1	false	DILUPBiCGStab	3.72698240e-03	9.95464860e-07	1	true	DILUPBiCGStab	1.73874740e-05	2.99272980e-08	1	true	DILUPBiCGStab	8.79254860e-06	1.72630210e-08	1	true	GAMG	1.01104160e-03	1.19293610e-07	1	true
0.04506         	DILUPBiCGStab	1.17625470e-03	2.75391480e-07	1	2.06979340e-03	6.30661020e-07	1	false	DILUPBiCGStab	3.71483650e-03	9.90735950e-07	1	true	DILUPBiCGStab	1.74138040e-05	2.97571020e-08	1	true	DILUPBiCGStab	8.72930920e-06	1.70879120e-08	1	true	GAMG	1.00921190e-03	1.22438490e-07	1	true
0.04508         	DILUPBiCGStab	1.17361640e-03	2.75867890e-07	1	2.07327070e-03	6.26459900e-07	1	false	DILUPBiCGStab	3.70253430e-03	9.85935490e-07	1	true	DILUPBiCGStab	1.73821080e-05	2.95385690e-08	1	true	DILUPBiCGStab	8.72622300e-06	1.69025370e-08	1	true	GAMG	1.00723330e-03	1.25547150e-07	1	true
0.0451          	DILUPBiCGStab	1.17101510e-03	2.76352160e-07	1	2.07677600e-03	6.22160770e-07	1	false	DILUPBiCGStab	3.68989210e-03	9.80978610e-07	1	true	DILUPBiCGStab	1.72605600e-05	2.92059100e-08	1	true	DILUPBiCGStab	8.73707420e-06	1.66482930e-08	1	true	GAMG	1.00509730e-03	1.25812960e-07	1	true
0.04512         	DILUPBiCGStab	1.16839130e-03	2.76873360e-07	1	2.08020440e-03	6.17724370e-07	1	false	DILUPBiCGStab	3.67677510e-03	9.75789730e-07	1	true	DILUPBiCGStab	1.70867080e-05	2.87850610e-08	1	true	DILUPBiCGStab	8.68165220e-06	1.63039790e-08	1	true	GAMG	1.00300530e-03	1.25049980e-07	1	true
0.04514         	DILUPBiCGStab	1.16574390e-03	2.77359470e-07	1	2.08351290e-03	6.13181760e-07	1	false	DILUPBiCGStab	3.66324490e-03	9.71096920e-07	1	true	DILUPBiCGStab	1.68578310e-05	2.83161980e-08	1	true	DILUPBiCGStab	8.66244190e-06	1.58882430e-08	1	true	GAMG	1.00120530e-03	1.21690750e-07	1	true
0.04516         	DILUPBiCGStab	1.16310850e-03	2.77844840e-07	1	2.08679920e-03	6.08578880e-07	1	false	DILUPBiCGStab	3.64986650e-03	9.66671150e-07	1	true	DILUPBiCGStab	1.66222120e-05	2.78808560e-08	1	true	DILUPBiCGStab	8.61209370e-06	1.53915030e-08	1	true	GAMG	9.99697940e-04	1.20816630e-07	1	true
0.04518         	DILUPBiCGStab	1.16046990e-03	2.78326660e-07	1	2.08995990e-03	6.03810310e-07	1	false	DILUPBiCGStab	3.63636210e-03	9.62444080e-07	1	true	DILUPBiCGStab	1.65585200e-05	2.76109230e-08	1	true	DILUPBiCGStab	8.52293810e-06	1.49664470e-08	1	true	GAMG	9.98267680e-04	1.20552760e-07	1	true
0.0452          	DILUPBiCGStab	1.15785930e-03	2.78787010e-07	1	2.09284260e-03	5.98747770e-07	1	false	DILUPBiCGStab	3.62294590e-03	9.58718970e-07	1	true	DILUPBiCGStab	1.66298150e-05	2.73989340e-08	1	true	DILUPBiCGStab	8.44142190e-06	1.44976470e-08	1	true	GAMG	9.96777480e-04	1.20559660e-07	1	true
0.04522         	DILUPBiCGStab	1.15510780e-03	2.79233540e-07	1	2.09555110e-03	5.93509920e-07	1	false	DILUPBiCGStab	3.60940840e-03	9.54903050e-07	1	true	DILUPBiCGStab	1.67476990e-05	2.71382580e-08	1	true	DILUPBiCGStab	8.41968210e-06	1.40207760e-08	1	true	GAMG	9.95309690e-04	1.20958170e-07	1	true
0.04524         	DILUPBiCGStab	1.15243350e-03	2.79661510e-07	1	2.09811810e-03	5.88103750e-07	1	false	DILUPBiCGStab	3.59567140e-03	9.51028590e-07	1	true	DILUPBiCGStab	1.68400650e-05	2.69028160e-08	1	true	DILUPBiCGStab	8.40179820e-06	1.35694980e-08	1	true	GAMG	9.93814760e-04	1.22149870e-07	1	true
0.04526         	DILUPBiCGStab	1.14973240e-03	2.80086460e-07	1	2.10054340e-03	5.82491590e-07	1	false	DILUPBiCGStab	3.58181970e-03	9.47235980e-07	1	true	DILUPBiCGStab	1.69247100e-05	2.66486690e-08	1	true	DILUPBiCGStab	8.37366810e-06	1.30738680e-08	1	true	GAMG	9.92280660e-04	1.22673090e-07	1	true
0.04528         	DILUPBiCGStab	1.14701370e-03	2.80522080e-07	1	2.10297220e-03	5.76677590e-07	1	false	DILUPBiCGStab	3.56783580e-03	9.43561890e-07	1	true	DILUPBiCGStab	1.69255350e-05	2.63844450e-08	1	true	DILUPBiCGStab	8.32765630e-06	1.25164740e-08	1	true	GAMG	9.90751660e-04	1.23288700e-07	1	true
0.0453          	DILUPBiCGStab	1.14427320e-03	2.80937900e-07	1	2.10521180e-03	5.70694290e-07	1	false	DILUPBiCGStab	3.55392660e-03	9.39734780e-07	1	true	DILUPBiCGStab	1.68625940e-05	2.60078520e-08	1	true	DILUPBiCGStab	8.26995190e-06	1.19188730e-08	1	true	GAMG	9.89403790e-04	1.21413150e-07	1	true
0.04532         	DILUPBiCGStab	1.14134880e-03	2.81340540e-07	1	2.10741480e-03	5.64566200e-07	1	false	DILUPBiCGStab	3.53974790e-03	9.35609580e-07	1	true	DILUPBiCGStab	1.66994690e-05	2.57729830e-08	1	true	DILUPBiCGStab	8.18972050e-06	1.13681520e-08	1	true	GAMG	9.87999120e-04	1.18596480e-07	1	true
0.04534         	DILUPBiCGStab	1.13856800e-03	2.81823940e-07	1	2.10954640e-03	5.58192870e-07	1	false	DILUPBiCGStab	3.52544180e-03	9.31586320e-07	1	true	DILUPBiCGStab	1.67808950e-05	2.56208660e-08	1	true	DILUPBiCGStab	8.10883590e-06	1.08671880e-08	1	true	GAMG	9.86454310e-04	1.16467730e-07	1	true
0.04536         	DILUPBiCGStab	1.13590760e-03	2.82284460e-07	1	2.11170810e-03	5.51664410e-07	1	false	DILUPBiCGStab	3.51125750e-03	9.27620010e-07	1	true	DILUPBiCGStab	1.69546840e-05	2.54298210e-08	1	true	DILUPBiCGStab	8.01402030e-06	1.04987200e-08	1	true	GAMG	9.85053340e-04	1.15929630e-07	1	true
0.04538         	DILUPBiCGStab	1.13321950e-03	2.82718870e-07	1	2.11395700e-03	5.45072840e-07	1	false	DILUPBiCGStab	3.49748810e-03	9.23592480e-07	1	true	DILUPBiCGStab	1.70196250e-05	2.51960230e-08	1	true	DILUPBiCGStab	8.02362770e-06	1.04945870e-08	1	true	GAMG	9.83694570e-04	1.16236800e-07	1	true
0.0454          	DILUPBiCGStab	1.13053670e-03	2.83139300e-07	1	2.11596700e-03	5.38440860e-07	1	false	DILUPBiCGStab	3.48396330e-03	9.19469670e-07	1	true	DILUPBiCGStab	1.70280160e-05	2.48945160e-08	1	true	DILUPBiCGStab	8.07777200e-06	1.05097870e-08	1	true	GAMG	9.82267800e-04	1.17734370e-07	1	true
0.04542         	DILUPBiCGStab	1.12782000e-03	2.83550750e-07	1	2.11773940e-03	5.31803060e-07	1	false	DILUPBiCGStab	3.47053680e-03	9.15343720e-07	1	true	DILUPBiCGStab	1.70154440e-05	2.45958010e-08	1	true	DILUPBiCGStab	8.09028350e-06	1.04769710e-08	1	true	GAMG	9.80903630e-04	1.19279870e-07	1	true
0.04544         	DILUPBiCGStab	1.12510670e-03	2.83919670e-07	1	2.11933190e-03	5.25180120e-07	1	false	DILUPBiCGStab	3.45688560e-03	9.11813870e-07	1	true	DILUPBiCGStab	1.68901180e-05	2.44639730e-08	1	true	DILUPBiCGStab	8.07062270e-06	1.05145840e-08	1	true	GAMG	9.79594560e-04	1.20065680e-07	1	true
0.04546         	DILUPBiCGStab	1.12231540e-03	2.84265910e-07	1	2.12113780e-03	5.18638930e-07	1	false	DILUPBiCGStab	3.44305360e-03	9.08235720e-07	1	true	DILUPBiCGStab	1.68127590e-05	2.43465910e-08	1	true	DILUPBiCGStab	8.08280450e-06	1.07066180e-08	1	true	GAMG	9.78616930e-04	1.18591190e-07	1	true
0.04548         	DILUPBiCGStab	1.11952130e-03	2.84603570e-07	1	2.12276520e-03	5.12195410e-07	1	false	DILUPBiCGStab	3.42924700e-03	9.04567620e-07	1	true	DILUPBiCGStab	1.66445780e-05	2.41015190e-08	1	true	DILUPBiCGStab	8.09063580e-06	1.08439630e-08	1	true	GAMG	9.77668310e-04	1.17186880e-07	1	true
0.0455          	DILUPBiCGStab	1.11659110e-03	2.84942650e-07	1	2.12421960e-03	5.05832560e-07	1	false	DILUPBiCGStab	3.41544390e-03	9.00777820e-07	1	true	DILUPBiCGStab	1.63642360e-05	2.38199450e-08	1	true	DILUPBiCGStab	8.04324570e-06	1.09149790e-08	1	true	GAMG	9.76714380e-04	1.15726870e-07	1	true
0.04552         	DILUPBiCGStab	1.11359260e-03	2.85303550e-07	1	2.12560480e-03	4.99538690e-07	1	false	DILUPBiCGStab	3.40141460e-03	8.97116130e-07	1	true	DILUPBiCGStab	1.60679610e-05	2.38498340e-08	1	true	DILUPBiCGStab	7.99348140e-06	1.09572010e-08	1	true	GAMG	9.75778370e-04	1.13780860e-07	1	true
0.04554         	DILUPBiCGStab	1.11056120e-03	2.85645860e-07	1	2.12679550e-03	4.93291970e-07	1	false	DILUPBiCGStab	3.38730560e-03	8.93448920e-07	1	true	DILUPBiCGStab	1.62701810e-05	2.39687230e-08	1	true	DILUPBiCGStab	7.98907540e-06	1.11069740e-08	1	true	GAMG	9.74834270e-04	1.12965670e-07	1	true
0.04556         	DILUPBiCGStab	1.10748590e-03	2.85960150e-07	1	2.12785550e-03	4.87066480e-07	1	false	DILUPBiCGStab	3.37319790e-03	8.89564080e-07	1	true	DILUPBiCGStab	1.64743100e-05	2.40297710e-08	1	true	DILUPBiCGStab	8.06865770e-06	1.14102670e-08	1	true	GAMG	9.73895600e-04	1.13109740e-07	1	true
0.04558         	DILUPBiCGStab	1.10443860e-03	2.86246450e-07	1	2.12886320e-03	4.80863570e-07	1	false	DILUPBiCGStab	3.35908560e-03	8.85520130e-07	1	true	DILUPBiCGStab	1.66356070e-05	2.40672140e-08	1	true	DILUPBiCGStab	8.18674540e-06	1.16601400e-08	1	true	GAMG	9.72962030e-04	1.14049470e-07	1	true
0.0456          	DILUPBiCGStab	1.10138460e-03	2.86486310e-07	1	2.12985160e-03	4.74725160e-07	1	false	DILUPBiCGStab	3.34499510e-03	8.81361590e-07	1	true	DILUPBiCGStab	1.67836000e-05	2.39990290e-08	1	true	DILUPBiCGStab	8.27629130e-06	1.18210830e-08	1	true	GAMG	9.72244240e-04	1.12833060e-07	1	true
0.04562         	DILUPBiCGStab	1.09821670e-03	2.86700040e-07	1	2.13066210e-03	4.68633500e-07	1	false	DILUPBiCGStab	3.33079600e-03	8.77642010e-07	1	true	DILUPBiCGStab	1.69325280e-05	2.38994990e-08	1	true	DILUPBiCGStab	8.31777480e-06	1.19062470e-08	1	true	GAMG	9.71667920e-04	1.10896210e-07	1	true
0.04564         	DILUPBiCGStab	1.09506630e-03	2.86934100e-07	1	2.13128370e-03	4.62539560e-07	1	false	DILUPBiCGStab	3.31670370e-03	8.73911110e-07	1	true	DILUPBiCGStab	1.70467540e-05	2.37490180e-08	1	true	DILUPBiCGStab	8.30658750e-06	1.19192150e-08	1	true	GAMG	9.71245440e-04	1.09649870e-07	1	true
0.04566         	DILUPBiCGStab	1.09196220e-03	2.87120460e-07	1	2.13188900e-03	4.56430270e-07	1	false	DILUPBiCGStab	3.30278810e-03	8.70036170e-07	1	true	DILUPBiCGStab	1.68047720e-05	2.33781270e-08	1	true	DILUPBiCGStab	8.27058630e-06	1.18742350e-08	1	true	GAMG	9.70995240e-04	1.08628600e-07	1	true
0.04568         	DILUPBiCGStab	1.08891560e-03	2.87252520e-07	1	2.13260620e-03	4.50430660e-07	1	false	DILUPBiCGStab	3.28876450e-03	8.65976720e-07	1	true	DILUPBiCGStab	1.64581170e-05	2.29583370e-08	1	true	DILUPBiCGStab	8.26947460e-06	1.18367110e-08	1	true	GAMG	9.70685640e-04	1.07918560e-07	1	true
0.0457          	DILUPBiCGStab	1.08583480e-03	2.87337590e-07	1	2.13311730e-03	4.44365760e-07	1	false	DILUPBiCGStab	3.27484020e-03	8.61833280e-07	1	true	DILUPBiCGStab	1.61456310e-05	2.26746200e-08	1	true	DILUPBiCGStab	8.28018280e-06	1.21529290e-08	1	true	GAMG	9.70350880e-04	1.06847200e-07	1	true
0.04572         	DILUPBiCGStab	1.08276690e-03	2.87373890e-07	1	2.13346450e-03	4.38228770e-07	1	false	DILUPBiCGStab	3.26094370e-03	8.57724560e-07	1	true	DILUPBiCGStab	1.60169500e-05	2.24477920e-08	1	true	DILUPBiCGStab	8.36704910e-06	1.24784890e-08	1	true	GAMG	9.70158000e-04	1.05187500e-07	1	true
0.04574         	DILUPBiCGStab	1.07968210e-03	2.87403290e-07	1	2.13367020e-03	4.32070920e-07	1	false	DILUPBiCGStab	3.24699500e-03	8.53574460e-07	1	true	DILUPBiCGStab	1.59251830e-05	2.23360970e-08	1	true	DILUPBiCGStab	8.45189770e-06	1.26968680e-08	1	true	GAMG	9.69948760e-04	1.02938020e-07	1	true
0.04576         	DILUPBiCGStab	1.07657540e-03	2.87483680e-07	1	2.13373630e-03	4.26021640e-07	1	false	DILUPBiCGStab	3.23300220e-03	8.48909460e-07	1	true	DILUPBiCGStab	1.59515940e-05	2.21378310e-08	1	true	DILUPBiCGStab	8.46414170e-06	1.27925620e-08	1	true	GAMG	9.69935110e-04	1.00350380e-07	1	true
0.04578         	DILUPBiCGStab	1.07337680e-03	2.87532240e-07	1	2.13366760e-03	4.19921330e-07	1	false	DILUPBiCGStab	3.21924100e-03	8.44368620e-07	1	true	DILUPBiCGStab	1.58750460e-05	2.18304370e-08	1	true	DILUPBiCGStab	8.40834980e-06	1.27651550e-08	1	true	GAMG	9.69973450e-04	9.69135610e-08	1	true
0.0458          	DILUPBiCGStab	1.07018080e-03	2.87531840e-07	1	2.13348780e-03	4.13765370e-07	1	false	DILUPBiCGStab	3.20552620e-03	8.39837590e-07	1	true	DILUPBiCGStab	1.56980260e-05	2.17038960e-08	1	true	DILUPBiCGStab	8.29323990e-06	1.27302240e-08	1	true	GAMG	9.69882170e-04	9.61320340e-08	1	true
0.04582         	DILUPBiCGStab	1.06707780e-03	2.87471350e-07	1	2.13337620e-03	4.07383420e-07	1	false	DILUPBiCGStab	3.19205660e-03	8.35379060e-07	1	true	DILUPBiCGStab	1.55567370e-05	2.16179030e-08	1	true	DILUPBiCGStab	8.21497020e-06	1.30327250e-08	1	true	GAMG	9.69600250e-04	9.81423490e-08	1	true
0.04584         	DILUPBiCGStab	1.06391000e-03	2.87365030e-07	1	2.13316490e-03	4.00825030e-07	1	false	DILUPBiCGStab	3.17885580e-03	8.31887200e-07	1	true	DILUPBiCGStab	1.54701800e-05	2.16324740e-08	1	true	DILUPBiCGStab	8.25407630e-06	1.33378380e-08	1	true	GAMG	9.69145530e-04	9.81815450e-08	1	true
0.04586         	DILUPBiCGStab	1.06063190e-03	2.87222690e-07	1	2.13295770e-03	3.94170980e-07	1	false	DILUPBiCGStab	3.16565090e-03	8.29245760e-07	1	true	DILUPBiCGStab	1.55174110e-05	2.17052150e-08	1	true	DILUPBiCGStab	8.31332440e-06	1.35217780e-08	1	true	GAMG	9.68533320e-04	9.68420210e-08	1	true
0.04588         	DILUPBiCGStab	1.05724860e-03	2.87057380e-07	1	2.13264620e-03	3.87483860e-07	1	false	DILUPBiCGStab	3.15240240e-03	8.27408230e-07	1	true	DILUPBiCGStab	1.56195080e-05	2.17998670e-08	1	true	DILUPBiCGStab	8.33084170e-06	1.36215270e-08	1	true	GAMG	9.68069480e-04	9.33434870e-08	1	true
0.0459          	DILUPBiCGStab	1.05384370e-03	2.86871350e-07	1	2.13223850e-03	3.80803270e-07	1	false	DILUPBiCGStab	3.13906210e-03	8.25934220e-07	1	true	DILUPBiCGStab	1.56991260e-05	2.18229480e-08	1	true	DILUPBiCGStab	8.32514760e-06	1.35947500e-08	1	true	GAMG	9.67992890e-04	8.86652980e-08	1	true
0.04592         	DILUPBiCGStab	1.05054350e-03	2.86685380e-07	1	2.13172560e-03	3.74102950e-07	1	false	DILUPBiCGStab	3.12596660e-03	8.24741350e-07	1	true	DILUPBiCGStab	1.56858350e-05	2.18068130e-08	1	true	DILUPBiCGStab	8.26922730e-06	1.34745540e-08	1	true	GAMG	9.67884040e-04	8.56727090e-08	1	true
0.04594         	DILUPBiCGStab	1.04735370e-03	2.86498190e-07	1	2.13123000e-03	3.67350550e-07	1	false	DILUPBiCGStab	3.11309200e-03	8.23949550e-07	1	true	DILUPBiCGStab	1.55834230e-05	2.16874800e-08	1	true	DILUPBiCGStab	8.17363150e-06	1.34588770e-08	1	true	GAMG	9.67490320e-04	8.51924030e-08	1	true
0.04596         	DILUPBiCGStab	1.04429090e-03	2.86289630e-07	1	2.13083430e-03	3.61001540e-07	1	false	DILUPBiCGStab	3.10023930e-03	8.23285800e-07	1	true	DILUPBiCGStab	1.53904750e-05	2.15040200e-08	1	true	DILUPBiCGStab	8.13787040e-06	1.35803590e-08	1	true	GAMG	9.67241830e-04	8.49185260e-08	1	true
