case,mu,mu_r,stage,n_pebbles,n_centres,r_m,r_over_d,g,coordination,counts
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.001800,0.0300,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.003000,0.0500,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.004200,0.0700,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.005400,0.0900,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.006600,0.1100,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.007800,0.1300,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.009000,0.1500,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.010200,0.1700,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.011400,0.1900,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.012600,0.2100,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.013800,0.2300,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.015000,0.2500,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.016200,0.2700,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.017400,0.2900,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.018600,0.3100,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.019800,0.3300,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.021000,0.3500,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.022200,0.3700,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.023400,0.3900,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.024600,0.4100,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.025800,0.4300,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.027000,0.4500,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.028200,0.4700,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.029400,0.4900,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.030600,0.5100,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.031800,0.5300,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.033000,0.5500,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.034200,0.5700,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.035400,0.5900,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.036600,0.6100,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.037800,0.6300,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.039000,0.6500,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.040200,0.6700,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.041400,0.6900,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.042600,0.7100,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.043800,0.7300,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.045000,0.7500,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.046200,0.7700,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.047400,0.7900,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.048600,0.8100,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.049800,0.8300,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.051000,0.8500,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.052200,0.8700,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.053400,0.8900,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.054600,0.9100,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.055800,0.9300,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.057000,0.9500,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.058200,0.9700,0.000000,0.000000,0
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.059400,0.9900,16.799811,4.651203,37898
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.060600,1.0100,4.227994,5.869539,9927
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.061800,1.0300,1.953865,6.455081,4771
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.063000,1.0500,1.476608,6.914948,3747
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.064200,1.0700,1.220799,7.309769,3217
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.065400,1.0900,1.030503,7.655621,2818
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.066600,1.1100,0.981361,7.997177,2783
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.067800,1.1300,0.915287,8.327320,2690
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.069000,1.1500,0.792399,8.623343,2412
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.070200,1.1700,0.741102,8.909917,2335
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.071400,1.1900,0.730514,9.202135,2381
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.072600,1.2100,0.726150,9.502455,2447
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.073800,1.2300,0.699569,9.801424,2436
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.075000,1.2500,0.655952,10.090943,2359
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.076200,1.2700,0.671012,10.396662,2491
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.077400,1.2900,0.650368,10.702381,2491
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.078600,1.3100,0.652434,11.018655,2577
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.079800,1.3300,0.598819,11.317869,2438
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.081000,1.3500,0.635800,11.645189,2667
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.082200,1.3700,0.639364,11.984168,2762
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.083400,1.3900,0.615026,12.319833,2735
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.084600,1.4100,0.625675,12.671208,2863
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.085800,1.4300,0.588112,13.010923,2768
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.087000,1.4500,0.649287,13.396539,3142
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.088200,1.4700,0.661698,13.800442,3291
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.089400,1.4900,0.649729,14.207904,3320
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.090600,1.5100,0.690941,14.652921,3626
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.091800,1.5300,0.697680,15.114261,3759
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.093000,1.5500,0.740194,15.616593,4093
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.094200,1.5700,0.763760,16.148380,4333
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.095400,1.5900,0.800349,16.719931,4657
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.096600,1.6100,0.836908,17.332720,4993
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.097800,1.6300,0.863265,17.980609,5279
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.099000,1.6500,0.898799,18.671821,5632
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.100200,1.6700,0.971964,19.437531,6239
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.101400,1.6900,1.008423,20.251105,6629
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.102600,1.7100,1.105772,21.164458,7442
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.103800,1.7300,1.210571,22.187899,8339
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.105000,1.7500,1.161353,23.192563,8186
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.106200,1.7700,1.208619,24.262150,8715
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.107400,1.7900,1.167388,25.318729,8609
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.108600,1.8100,1.204727,26.433603,9084
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.109800,1.8300,1.215255,27.583211,9367
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.111000,1.8500,1.217938,28.760677,9594
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.112200,1.8700,1.262350,30.007609,10160
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.113400,1.8900,1.282968,31.302160,10548
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.114600,1.9100,1.286015,32.627393,10798
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.115800,1.9300,1.354913,34.053019,11616
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.117000,1.9500,1.440953,35.600761,12611
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.118200,1.9700,1.503310,37.248773,13428
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.119400,1.9900,1.541816,38.973490,14053
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.120600,2.0100,1.056276,40.178940,9822
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.121800,2.0300,0.977577,41.316888,9272
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.123000,2.0500,0.919412,42.408321,8893
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.124200,2.0700,0.905382,43.504173,8929
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.125400,2.0900,0.882667,44.593274,8874
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.126600,2.1100,0.867965,45.684831,8894
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.127800,2.1300,0.835174,46.755155,8721
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.129000,2.1500,0.856084,47.872975,9108
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.130200,2.1700,0.843698,48.995214,9144
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.131400,2.1900,0.842037,50.135984,9295
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.132600,2.2100,0.832115,51.283996,9354
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.133800,2.2300,0.842331,52.467231,9641
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.135000,2.2500,0.847849,53.679676,9879
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.136200,2.2700,0.836094,54.896662,9916
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.137400,2.2900,0.851712,56.158321,10280
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.138600,2.3100,0.843378,57.429553,10358
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.139800,2.3300,0.863856,58.754296,10794
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.141000,2.3500,0.862432,60.099656,10962
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.142200,2.3700,0.884525,61.503068,11435
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.143400,2.3900,0.884844,62.930781,11633
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.144600,2.4100,0.938816,64.471036,12550
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.145800,2.4300,0.916215,65.999264,12452
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.147000,2.4500,0.953795,67.616470,13177
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.148200,2.4700,0.962483,69.275160,13515
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.149400,2.4900,0.988569,71.006505,14107
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.150600,2.5100,1.003291,72.791973,14548
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.151800,2.5300,1.001746,74.603216,14758
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.153000,2.5500,1.062800,76.555351,15906
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.154200,2.5700,1.078951,78.568360,16402
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.155400,2.5900,1.077055,80.609229,16629
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.156600,2.6100,1.071327,82.670717,16797
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.157800,2.6300,1.114580,84.848429,17744
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.159000,2.6500,1.111802,87.053878,17970
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.160200,2.6700,1.080398,89.229504,17727
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.161400,2.6900,1.131522,91.542342,18845
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.162600,2.7100,1.108966,93.842906,18745
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.163800,2.7300,1.091319,96.140403,18720
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.165000,2.7500,1.092452,98.474104,19015
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.166200,2.7700,1.065238,100.782892,18812
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.167400,2.7900,1.075417,103.147521,19267
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.168600,2.8100,1.068142,105.529946,19412
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.169800,2.8300,1.043550,107.890771,19236
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.171000,2.8500,1.045966,110.290623,19554
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.172200,2.8700,1.052801,112.740182,19959
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.173400,2.8900,1.017108,115.139789,19552
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.174600,2.9100,1.013026,117.562960,19744
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.175800,2.9300,0.999649,119.987113,19752
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.177000,2.9500,1.002516,122.451522,20080
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.178200,2.9700,0.981080,124.896048,19918
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.179400,2.9900,0.964257,127.331124,19841
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.180600,3.0100,0.933598,129.720422,19468
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.181800,3.0300,0.943225,132.166544,19931
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.183000,3.0500,0.932998,134.618189,19976
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.184200,3.0700,0.921204,137.070692,19983
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.185400,3.0900,0.934299,139.590574,20532
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.186600,3.1100,0.926319,142.121379,20621
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.187800,3.1300,0.946761,144.741409,21348
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.189000,3.1500,0.938805,147.372730,21440
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.190200,3.1700,0.954582,150.082351,22078
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.191400,3.1900,0.946364,152.802651,22165
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.192600,3.2100,0.958390,155.592170,22729
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.193800,3.2300,0.963216,158.430781,23129
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.195000,3.2500,0.949012,161.262273,23071
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.196200,3.2700,0.965272,164.177835,23756
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.197400,3.2900,0.979783,167.173540,24409
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.198600,3.3100,0.982811,170.215145,24783
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.199800,3.3300,0.996117,173.335297,25423
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.201000,3.3500,1.002067,176.511905,25883
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.202200,3.3700,1.025138,179.800565,26796
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.203400,3.3900,1.018219,183.105916,26932
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.204600,3.4100,1.015838,186.442563,27187
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.205800,3.4300,1.020608,189.834315,27636
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.207000,3.4500,1.033851,193.310260,28322
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.208200,3.4700,1.023158,196.790255,28355
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.209400,3.4900,1.047172,200.393103,29356
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.210600,3.5100,1.053399,204.059033,29870
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.211800,3.5300,1.047808,207.747177,30051
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.213000,3.5500,1.038586,211.444404,30125
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.214200,3.5700,1.042936,215.199067,30593
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.215400,3.5900,1.046586,219.009205,31045
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.216600,3.6100,1.035688,222.821797,31065
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.217800,3.6300,1.022791,226.628743,31019
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.219000,3.6500,1.021723,230.473736,31329
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.220200,3.6700,1.022682,234.364629,31703
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.221400,3.6900,1.007701,238.240427,31580
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.222600,3.7100,1.006588,242.154026,31888
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.223800,3.7300,1.012342,246.132548,32417
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.225000,3.7500,0.999626,250.103338,32354
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.226200,3.7700,0.989629,254.076460,32373
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.227400,3.7900,0.997694,258.124570,32984
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.228600,3.8100,0.992485,262.194158,33159
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.229800,3.8300,0.992631,266.307192,33513
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.231000,3.8500,0.992634,270.463304,33864
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.232200,3.8700,0.974162,274.584561,33580
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.233400,3.8900,0.981168,278.778473,34172
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.234600,3.9100,0.976300,282.994600,34353
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.235800,3.9300,0.975025,287.248405,34660
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.237000,3.9500,0.975981,291.549828,35048
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.238200,3.9700,0.964215,295.842538,34977
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.239400,3.9900,0.968573,300.198208,35490
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.240600,4.0100,0.966583,304.588611,35773
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.241800,4.0300,0.967152,309.025528,36152
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.243000,4.0500,0.969225,313.516200,36590
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.244200,4.0700,0.992326,318.159426,37833
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.245400,4.0900,0.982749,322.803142,37837
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.246600,4.1100,0.991161,327.532523,38535
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.247800,4.1300,0.997352,332.337874,39154
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.249000,4.1500,1.011627,337.259327,40100
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.250200,4.1700,0.992902,342.136352,39738
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.251400,4.1900,1.008664,347.138439,40757
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.252600,4.2100,1.009277,352.191458,41172
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.253800,4.2300,0.999172,357.241532,41148
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.255000,4.2500,1.009996,362.394698,41988
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.256200,4.2700,1.000057,367.545287,41967
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.257400,4.2900,1.006548,372.777982,42636
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.258600,4.3100,1.013671,378.096956,43339
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.259800,4.3300,1.014803,383.471404,43791
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.261000,4.3500,1.012748,388.884634,44107
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.262200,4.3700,1.018083,394.376534,44748
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.263400,4.3900,1.018500,399.921085,45177
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.264600,4.4100,1.016208,405.503682,45487
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.265800,4.4300,1.019695,411.156357,46058
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.267000,4.4500,1.008948,416.800074,45985
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.268200,4.4700,1.018662,422.549460,46846
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.269400,4.4900,1.019348,428.354320,47298
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.270600,4.5100,1.016181,434.192808,47572
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.271800,4.5300,1.001553,439.998405,47304
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.273000,4.5500,0.996356,445.824988,47475
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.274200,4.5700,1.006836,451.764728,48397
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.275400,4.5900,0.992513,457.671330,48127
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.276600,4.6100,0.991566,463.623834,48501
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.277800,4.6300,0.996881,469.660285,49185
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.279000,4.6500,0.992584,475.722754,49397
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.280200,4.6700,0.991272,481.829406,49757
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.281400,4.6900,0.984653,487.947349,49849
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.282600,4.7100,1.001241,494.221527,51122
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.283800,4.7300,0.986150,500.453731,50780
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.285000,4.7500,0.976477,506.677099,50708
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.286200,4.7700,0.982436,512.991286,51448
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.287400,4.7900,0.992239,519.422067,52398
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.288600,4.8100,0.991479,525.901694,52796
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.289800,4.8300,0.999153,532.485886,53648
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.291000,4.8500,0.984409,539.026755,53295
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.292200,4.8700,0.984712,545.623711,53752
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.293400,4.8900,0.989502,552.307315,54458
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.294600,4.9100,0.984863,559.014114,54647
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.295800,4.9300,1.000611,565.883775,55974
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.297000,4.9500,1.002560,572.822779,56539
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.298200,4.9700,1.000365,579.802651,56872
liggghts_conus,0.4,0.1,conus_slump,27554,8148,0.299400,4.9900,0.994421,586.797005,56990
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.000600,0.0100,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.001800,0.0300,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.003000,0.0500,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.004200,0.0700,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.005400,0.0900,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.006600,0.1100,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.007800,0.1300,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.009000,0.1500,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.010200,0.1700,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.011400,0.1900,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.012600,0.2100,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.013800,0.2300,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.015000,0.2500,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.016200,0.2700,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.017400,0.2900,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.018600,0.3100,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.019800,0.3300,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.021000,0.3500,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.022200,0.3700,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.023400,0.3900,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.024600,0.4100,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.025800,0.4300,0.000000,0.000000,0
ours_conus_mu40_mur10,0.4,0.1,conus_slump,27554,8179,0.027000,0.4500,0.000000,0.000000,0
