id,x,y,z,vx,vy,vz
1,-2.91444520946892882e-1,-2.57769527695708989e-1,6.62863671882632857e-3,0,0,0
2,-3.48218495813111428e-1,5.81733198940761809e-1,1.40295474961797595e0,0,0,0
3,-1.40901842548501882e-1,7.66378452944928457e-1,1.02062241275182886e0,0,0,0
4,8.01362941808571150e-1,-2.14151476820905268e-1,1.18121394512774347e0,0,0,0
5,-5.31280531871050510e-1,1.74096419300628469e-1,8.88646723428007101e-2,0,0,0
6,2.67025226046845032e-1,-6.36975832593488889e-1,7.80825326261691322e-1,0,0,0
7,-5.14998355418446518e-1,-5.98634298852599667e-1,5.72813509566048040e-1,0,0,0
8,2.49727368817758630e-2,1.18940583270256542e-1,1.67092706797023860e0,0,0,0
9,-6.02266147401427809e-1,3.13257518940996349e-1,1.61044781295209760e0,0,0,0
10,4.64649896971760623e-1,4.71015617832344247e-1,8.31063292557583044e-1,0,0,0
11,1.97868632125147714e-1,-6.18705870092403631e-1,1.58134959351486204e0,0,0,0
12,-5.50199184885245884e-1,-4.23218830836435966e-1,1.10341149621657753e0,0,0,0
13,-5.20220073844060327e-1,3.58471711414896255e-1,1.54699034370262378e0,0,0,0
14,-7.12588403101594103e-1,8.35547269984498880e-2,1.32638175865158425e0,0,0,0
15,-6.65722798197111221e-1,5.60257268796101826e-1,8.73409495495487687e-2,0,0,0
16,2.74215518845113249e-1,-6.87089053485696377e-1,7.48852942991888426e-1,0,0,0
17,5.51520540313243823e-1,2.83787601986479968e-2,1.00271389052493776e0,0,0,0
18,6.22653890156176670e-1,3.86859346785177083e-1,8.79127738784093782e-1,0,0,0
19,-3.44221361259968051e-1,5.06527520399864484e-1,4.04850937626301532e-1,0,0,0
20,7.23322109783994582e-1,-2.90609817938423887e-1,1.16055745957376022e0,0,0,0
21,7.00098189235781265e-1,-3.55032912725049887e-1,1.18581822161557060e0,0,0,0
22,2.40234501881103596e-1,-8.36284297784256614e-1,2.86864910536653250e-1,0,0,0
23,2.56809784711389655e-1,-3.96088862788294471e-1,4.09336639943187683e-2,0,0,0
24,-3.15720190622276242e-1,5.01932667480288419e-1,3.52371774582427577e-1,0,0,0
25,3.82262289634102637e-1,1.54200631739773858e-1,1.22536206314233675e0,0,0,0
26,4.52622383767629977e-1,6.80984213022056584e-1,2.54595521660437252e-1,0,0,0
27,-1.82286038531923766e-1,5.17060283018091149e-1,3.05100202446400459e-1,0,0,0
28,5.93114793564766707e-1,8.50576960660745923e-2,2.04303379751571063e-1,0,0,0
29,7.26320128036143653e-1,-4.78989577313405857e-1,1.47819185173281165e0,0,0,0
30,-4.40895107257362029e-1,2.12483719298191459e-1,1.21608212995918885e0,0,0,0
31,3.53830867341454981e-3,1.07447488204504796e-1,1.50635139285200581e0,0,0,0
32,4.56191933648130432e-1,6.79019959575227539e-1,4.63950685740604774e-1,0,0,0
33,4.32064875653807468e-1,-1.64064514278830023e-2,3.05094070507039850e-1,0,0,0
34,-2.66983014121878859e-1,8.74827000120310429e-3,1.46425883374699639e0,0,0,0
35,-4.61948015093946174e-1,6.02639637952879004e-1,1.24527613855079985e-2,0,0,0
36,3.87697828913786957e-1,-4.16366379281885302e-1,-1.53847000501718151e-1,0,0,0
37,-4.86133821207594519e-1,6.78247669302848299e-2,9.22381084290969322e-1,0,0,0
38,-4.38029674007981651e-1,-2.76965350000207833e-1,2.57889607515264574e-1,0,0,0
39,-5.78369824172632718e-1,-4.85010495463986280e-1,1.70362806230148256e0,0,0,0
40,-3.22674702464287366e-1,8.11503102475699123e-2,9.93489311635879391e-1,0,0,0
41,3.60981159379487049e-1,-9.59042201525969890e-2,1.50422764831063338e0,0,0,0
42,2.87271150958945849e-2,-2.45689748703537603e-1,-3.36532800371765861e-1,0,0,0
43,6.00738763946880971e-1,-3.21757862900438674e-1,7.38543807443778899e-1,0,0,0
44,-6.90313029760587837e-1,5.29611579349292261e-1,7.00500364308061840e-1,0,0,0
45,-3.52313618806726958e-1,-4.49660298778948808e-1,4.90061105558536658e-1,0,0,0
46,5.24721227644727284e-1,-4.07476556334510409e-1,1.29590442825559626e0,0,0,0
47,-3.88060569086018214e-1,-3.14941802204669399e-2,-7.90772494918790814e-2,0,0,0
48,-2.16753205645646069e-1,2.66476678709558323e-1,8.78122556783350050e-1,0,0,0
49,6.76875147566052937e-1,-1.01868984552889091e-1,6.68275443858180274e-1,0,0,0
50,6.98956881858527890e-2,-1.42987755736533051e-1,1.32254601026721974e0,0,0,0
