id,x,y,z,vx,vy,vz
1,-0.35312579410650624,-0.29396180188150667,0.26002757675187976,2.3807511733398763e-05,-1.951208822027852e-05,8.7665338930804705e-06
2,-0.30519942058787286,0.58269553996078405,1.6671961452480526,1.0690788274679578e-06,-5.6193548485727193e-06,-3.0896664947887707e-06
3,-0.15450011728180879,0.80141902119685593,1.281860697403687,9.4805017620194635e-06,1.6717726705606058e-06,9.7841493254826497e-06
4,0.80886834176845945,-0.15856518367129943,1.4261484996080585,-1.6075029162422766e-05,3.6073723771488182e-05,4.2335983150584524e-07
5,-0.58337668811614496,0.20702990075074967,0.29722378753797768,4.4011475522396398e-06,-1.5214002293945423e-06,4.4365391670233071e-06
6,0.27894737288513322,-0.64853292609414548,1.0136756653521302,-8.7879766894076431e-06,2.88555807595018e-06,5.2100140707254665e-06
7,-0.50921879540116421,-0.5900825901893304,0.7929333810766106,5.0358898273401574e-06,-7.5564467215225073e-06,-3.5769409202951764e-06
8,0.01530203694954305,0.13426770767162663,1.9510596089068422,-3.0089131153332189e-07,-2.1127542920827256e-06,-2.3679688044344208e-05
9,-0.60077733905050834,0.32129883881803539,1.9539354007170542,3.1819824897934053e-06,2.5102001348693349e-07,-4.418871233439812e-06
10,0.44146822852913409,0.44600364521356395,1.1064237654060618,7.2792960390412044e-06,-3.5629109856480392e-06,-2.1561683859136764e-06
11,0.17283901948446759,-0.61929437427163836,1.8627151564508833,4.7326226957031111e-07,-2.6086667136001956e-06,-7.3247486515964856e-06
12,-0.55533629230784609,-0.41954599993261821,1.3315818526132448,7.4649328080496415e-07,3.0575904504147252e-07,-2.8967228690059263e-06
13,-0.51763528338323372,0.36356257524144009,1.8383485510510291,-3.4302304218538718e-06,1.0745838150043598e-06,-9.1967477718357913e-06
14,-0.66818123706563437,0.084152353444327005,1.5540719605654867,-6.0180334566471823e-06,1.6555500238177277e-06,2.5551024727216547e-06
15,-0.65111832063349639,0.54408724758959015,0.22149015831293578,-1.0778737773171464e-06,2.9819066728125704e-06,-4.7937438549249011e-06
16,0.18729677330082373,-0.68714317897367572,0.94491440289442141,-1.6914193938000212e-05,1.7833793781309753e-05,-9.2484392168226649e-06
17,0.54828691397163998,0.019849754971077833,1.1937145801715503,2.1648782585048722e-06,7.0956363175615039e-07,-1.2699760006195718e-05
18,0.62488517175430647,0.40578147233022283,1.1270781859547783,7.8752036988554466e-06,3.4615973949953439e-06,-1.1506514742231886e-05
