step,x1,y1,z1,vx1,vy1,vz1,omegax1,omegay1,omegaz1
8800,0,0,0.099620156800000276,0,0,-0.086327999999992133,0,0,0
9000,0,0,0.099602695000000685,0,0,-0.08828999999999193,0,0,0
9200,0,0,0.099584840800000296,0,0,-0.090251999999991728,0,0,0
9400,0,0,0.099566594200000691,0,0,-0.092213999999991525,0,0,0
9600,0,0,0.099547955200000315,0,0,-0.094175999999991322,0,0,0
9800,0,0,0.099528923800000696,0,0,-0.096137999999991119,0,0,0
10000,0,0,0.099509500000000334,0,0,-0.098099999999990917,0,0,0
10200,0,0,0.0994896838000007,0,0,-0.10006199999999071,0,0,0
10400,0,0,0.099469475200000351,0,0,-0.10202399999999051,0,0,0
10600,0,0,0.099448874200000703,0,0,-0.10398599999999031,0,0,0
10800,0,0,0.099427880800000368,0,0,-0.10594799999999011,0,0,0
11000,0,0,0.099406495000000705,0,0,-0.1079099999999899,0,0,0
11200,0,0,0.099384716800000383,0,0,-0.1098719999999897,0,0,0
11400,0,0,0.099362546200000706,0,0,-0.1118339999999895,0,0,0
11600,0,0,0.099339983200000398,0,0,-0.11379599999998929,0,0,0
11800,0,0,0.099317027800000707,0,0,-0.11575799999998909,0,0,0
12000,0,0,0.099293680000000412,0,0,-0.11771999999998889,0,0,0
12200,0,0,0.099269939800000706,0,0,-0.11968199999998869,0,0,0
12400,0,0,0.099245807200000424,0,0,-0.12164399999998848,0,0,0
12600,0,0,0.099221282200000704,0,0,-0.12360599999998828,0,0,0
12800,0,0,0.099196364800000436,0,0,-0.12556799999998808,0,0,0
13000,0,0,0.099171055000000702,0,0,-0.12752999999998788,0,0,0
13200,0,0,0.099145352800000447,0,0,-0.12949199999998767,0,0,0
13400,0,0,0.099119258200000698,0,0,-0.13145399999998747,0,0,0
13600,0,0,0.099092771200000457,0,0,-0.13341599999998727,0,0,0
13800,0,0,0.099065891800000694,0,0,-0.13537799999998706,0,0,0
14000,0,0,0.099038620000000466,0,0,-0.13733999999998686,0,0,0
14200,0,0,0.099010955800000688,0,0,-0.13930199999998666,0,0,0
14400,0,0,0.098982899200000474,0,0,-0.14126399999998646,0,0,0
14600,0,0,0.098954450200000696,0,0,-0.14322599999998625,0,0,0
14800,0,0,0.098925608800000495,0,0,-0.14518799999998605,0,0,0
15000,0,0,0.098896375000000702,0,0,-0.14714999999998585,0,0,0
15200,0,0,0.098866748800000515,0,0,-0.14911199999998564,0,0,0
15400,0,0,0.098836730200000708,0,0,-0.15107399999998544,0,0,0
15600,0,0,0.098806319200000534,0,0,-0.15303599999998524,0,0,0
15800,0,0,0.098775515800000713,0,0,-0.15499799999998504,0,0,0
16000,0,0,0.098744320000000552,0,0,-0.15695999999998483,0,0,0
16200,0,0,0.098712731800000716,0,0,-0.15892199999998463,0,0,0
16400,0,0,0.098680751200000569,0,0,-0.16088399999998443,0,0,0
16600,0,0,0.098648378200000719,0,0,-0.16284599999998423,0,0,0
16800,0,0,0.098615612800000585,0,0,-0.16480799999998402,0,0,0
17000,0,0,0.098582455000000721,0,0,-0.16676999999998382,0,0,0
17200,0,0,0.0985489048000006,0,0,-0.16873199999998362,0,0,0
17400,0,0,0.098514962200000722,0,0,-0.17069399999998341,0,0,0
17600,0,0,0.098480627200000614,0,0,-0.17265599999998321,0,0,0
17800,0,0,0.098445899800000722,0,0,-0.17461799999998301,0,0,0
18000,0,0,0.098410780000000628,0,0,-0.17657999999998281,0,0,0
18200,0,0,0.098375267800000721,0,0,-0.1785419999999826,0,0,0
18400,0,0,0.09833936320000064,0,0,-0.1805039999999824,0,0,0
18600,0,0,0.098303066200000719,0,0,-0.1824659999999822,0,0,0
18800,0,0,0.098266376800000652,0,0,-0.184427999999982,0,0,0
19000,0,0,0.098229295000000716,0,0,-0.18638999999998179,0,0,0
19200,0,0,0.098191820800000662,0,0,-0.18835199999998159,0,0,0
19400,0,0,0.098153954200000712,0,0,-0.19031399999998139,0,0,0
19600,0,0,0.098115695200000672,0,0,-0.19227599999998118,0,0,0
19800,0,0,0.098077043800000707,0,0,-0.19423799999998098,0,0,0
20000,0,0,0.09803800000000068,0,0,-0.19619999999998078,0,0,0
20200,0,0,0.097998563800000715,0,0,-0.19816199999998058,0,0,0
20400,0,0,0.097958735200000702,0,0,-0.20012399999998037,0,0,0
20600,0,0,0.097918514200000722,0,0,-0.20208599999998017,0,0,0
20800,0,0,0.097877900800000722,0,0,-0.20404799999997997,0,0,0
21000,0,0,0.097836895000000729,0,0,-0.20600999999997976,0,0,0
21200,0,0,0.097795496800000742,0,0,-0.20797199999997956,0,0,0
21400,0,0,0.097753706200000734,0,0,-0.20993399999997936,0,0,0
21600,0,0,0.097711523200000761,0,0,-0.21189599999997916,0,0,0
21800,0,0,0.097668947800000738,0,0,-0.21385799999997895,0,0,0
22000,0,0,0.097625980000000778,0,0,-0.21581999999997875,0,0,0
22200,0,0,0.097582619800000742,0,0,-0.21778199999997855,0,0,0
22400,0,0,0.097538867200000795,0,0,-0.21974399999997835,0,0,0
22600,0,0,0.097494722200000744,0,0,-0.22170599999997814,0,0,0
22800,0,0,0.097450184800000811,0,0,-0.22366799999997794,0,0,0
23000,0,0,0.097405255000000746,0,0,-0.22562999999997774,0,0,0
23200,0,0,0.097359932800000826,0,0,-0.22759199999997753,0,0,0
23400,0,0,0.097314218200000746,0,0,-0.22955399999997733,0,0,0
23600,0,0,0.09726811120000084,0,0,-0.23151599999997713,0,0,0
23800,0,0,0.097221611800000746,0,0,-0.23347799999997693,0,0,0
24000,0,0,0.097174720000000853,0,0,-0.23543999999997672,0,0,0
24200,0,0,0.097127435800000744,0,0,-0.23740199999997652,0,0,0
24400,0,0,0.097079759200000865,0,0,-0.23936399999997632,0,0,0
24600,0,0,0.097031690200000742,0,0,-0.24132599999997612,0,0,0
24800,0,0,0.096983228800000876,0,0,-0.24328799999997591,0,0,0
25000,0,0,0.096934375000000739,0,0,-0.24524999999997571,0,0,0
25200,0,0,0.096885128800000886,0,0,-0.24721199999997551,0,0,0
25400,0,0,0.096835490200000734,0,0,-0.2491739999999753,0,0,0
25600,0,0,0.096785459200000895,0,0,-0.2511359999999751,0,0,0
25800,0,0,0.096735035800000729,0,0,-0.2530979999999749,0,0,0
26000,0,0,0.096684220000000903,0,0,-0.2550599999999747,0,0,0
26200,0,0,0.096633011800000737,0,0,-0.25702199999997449,0,0,0
26400,0,0,0.096581411200000924,0,0,-0.25898399999997429,0,0,0
26600,0,0,0.096529418200000744,0,0,-0.26094599999997409,0,0,0
26800,0,0,0.096477032800000945,0,0,-0.26290799999997388,0,0,0
27000,0,0,0.09642425500000075,0,0,-0.26486999999997368,0,0,0
27200,0,0,0.096371084800000964,0,0,-0.26683199999997348,0,0,0
27400,0,0,0.096317522200000755,0,0,-0.26879399999997328,0,0,0
27600,0,0,0.096263567200000982,0,0,-0.27075599999997307,0,0,0
27800,0,0,0.096209219800000759,0,0,-0.27271799999997287,0,0,0
28000,0,0,0.096154480000001,0,0,-0.27467999999997267,0,0,0
28200,0,0,0.096099347800000762,0,0,-0.27664199999997247,0,0,0
28400,0,0,0.096043823200001016,0,0,-0.27860399999997226,0,0,0
28600,0,0,0.095987906200000764,0,0,-0.28056599999997206,0,0,0
28800,0,0,0.095931596800001032,0,0,-0.28252799999997186,0,0,0
29000,0,0,0.095874895000000765,0,0,-0.28448999999997165,0,0,0
29200,0,0,0.095817800800001046,0,0,-0.28645199999997145,0,0,0
29400,0,0,0.095760314200000765,0,0,-0.28841399999997125,0,0,0
29600,0,0,0.09570243520000106,0,0,-0.29037599999997105,0,0,0
29800,0,0,0.095644163800000764,0,0,-0.29233799999997084,0,0,0
30000,0,0,0.095585500000001072,0,0,-0.29429999999997064,0,0,0
30200,0,0,0.095526443800000763,0,0,-0.29626199999997044,0,0,0
30400,0,0,0.095466995200001084,0,0,-0.29822399999997024,0,0,0
30600,0,0,0.09540715420000076,0,0,-0.30018599999997003,0,0,0
30800,0,0,0.095346920800001095,0,0,-0.30214799999996983,0,0,0
31000,0,0,0.095286295000000756,0,0,-0.30410999999996963,0,0,0
31200,0,0,0.095225276800001105,0,0,-0.30607199999996942,0,0,0
31400,0,0,0.095163866200000752,0,0,-0.30803399999996922,0,0,0
31600,0,0,0.095102063200001113,0,0,-0.30999599999996902,0,0,0
31800,0,0,0.09503986780000076,0,0,-0.31195799999996882,0,0,0
32000,0,0,0.094977280000001135,0,0,-0.31391999999996861,0,0,0
32200,0,0,0.094914299800000768,0,0,-0.31588199999996841,0,0,0
32400,0,0,0.094850927200001156,0,0,-0.31784399999996821,0,0,0
32600,0,0,0.094787162200000774,0,0,-0.319805999999968,0,0,0
32800,0,0,0.094723004800001176,0,0,-0.3217679999999678,0,0,0
33000,0,0,0.09465845500000078,0,0,-0.3237299999999676,0,0,0
33200,0,0,0.094593512800001195,0,0,-0.3256919999999674,0,0,0
33400,0,0,0.094528178200000784,0,0,-0.32765399999996719,0,0,0
33600,0,0,0.094462451200001213,0,0,-0.32961599999996699,0,0,0
33800,0,0,0.094396331800000788,0,0,-0.33157799999996679,0,0,0
34000,0,0,0.09432982000000123,0,0,-0.33353999999996659,0,0,0
34200,0,0,0.094262915800000791,0,0,-0.33550199999996638,0,0,0
34400,0,0,0.094195619200001246,0,0,-0.33746399999996618,0,0,0
34600,0,0,0.094127930200000792,0,0,-0.33942599999996598,0,0,0
34800,0,0,0.094059848800001261,0,0,-0.34138799999996577,0,0,0
35000,0,0,0.093991375000000793,0,0,-0.34334999999996557,0,0,0
35200,0,0,0.093922508800001275,0,0,-0.34531199999996537,0,0,0
35400,0,0,0.093853250200000793,0,0,-0.34727399999996517,0,0,0
35600,0,0,0.093783599200001289,0,0,-0.34923599999996496,0,0,0
35800,0,0,0.093713555800000792,0,0,-0.35119799999996476,0,0,0
36000,0,0,0.093643120000001301,0,0,-0.35315999999996456,0,0,0
36200,0,0,0.09357229180000079,0,0,-0.35512199999996436,0,0,0
36400,0,0,0.093501071200001312,0,0,-0.35708399999996415,0,0,0
36600,0,0,0.093429458200000787,0,0,-0.35904599999996395,0,0,0
36800,0,0,0.093357452800001323,0,0,-0.36100799999996375,0,0,0
37000,0,0,0.093285055000000783,0,0,-0.36296999999996354,0,0,0
37200,0,0,0.093212264800001332,0,0,-0.36493199999996334,0,0,0
37400,0,0,0.093139082200000792,0,0,-0.36689399999996314,0,0,0
37600,0,0,0.093065507200001354,0,0,-0.36885599999996294,0,0,0
37800,0,0,0.0929915398000008,0,0,-0.37081799999996273,0,0,0
38000,0,0,0.092917180000001376,0,0,-0.37277999999996253,0,0,0
38200,0,0,0.092842427800000807,0,0,-0.37474199999996233,0,0,0
38400,0,0,0.092767283200001396,0,0,-0.37670399999996212,0,0,0
38600,0,0,0.092691746200000813,0,0,-0.37866599999996192,0,0,0
38800,0,0,0.092615816800001416,0,0,-0.38062799999996172,0,0,0
39000,0,0,0.092539495000000818,0,0,-0.38258999999996152,0,0,0
39200,0,0,0.092462780800001435,0,0,-0.38455199999996131,0,0,0
39400,0,0,0.092385674200000822,0,0,-0.38651399999996111,0,0,0
39600,0,0,0.092308175200001452,0,0,-0.38847599999996091,0,0,0
39800,0,0,0.092230283800000826,0,0,-0.39043799999996071,0,0,0
40000,0,0,0.092152000000001469,0,0,-0.3923999999999605,0,0,0
40200,0,0,0.092073323800000828,0,0,-0.3943619999999603,0,0,0
40400,0,0,0.091994255200001485,0,0,-0.3963239999999601,0,0,0
40600,0,0,0.091914794200000829,0,0,-0.39828599999995989,0,0,0
40800,0,0,0.091834940800001499,0,0,-0.40024799999995969,0,0,0
41000,0,0,0.09175469500000083,0,0,-0.40220999999995949,0,0,0
41200,0,0,0.091674056800001513,0,0,-0.40417199999995929,0,0,0
41400,0,0,0.091593026200000829,0,0,-0.40613399999995908,0,0,0
41600,0,0,0.091511603200001526,0,0,-0.40809599999995888,0,0,0
41800,0,0,0.091429787800000842,0,0,-0.41005799999995868,0,0,0
42000,0,0,0.091347580000001538,0,0,-0.41201999999995848,0,0,0
42200,0,0,0.091264979800000867,0,0,-0.41398199999995827,0,0,0
42400,0,0,0.091181987200001549,0,0,-0.41594399999995807,0,0,0
42600,0,0,0.091098602200000892,0,0,-0.41790599999995787,0,0,0
42800,0,0,0.091014824800001559,0,0,-0.41986799999995766,0,0,0
43000,0,0,0.090930655000000915,0,0,-0.42182999999995746,0,0,0
43200,0,0,0.090846092800001582,0,0,-0.42379199999995726,0,0,0
43400,0,0,0.090761138200000951,0,0,-0.42575399999995706,0,0,0
43600,0,0,0.090675791200001604,0,0,-0.42771599999995685,0,0,0
43800,0,0,0.090590051800000987,0,0,-0.42967799999995665,0,0,0
44000,0,0,0.090503920000001625,0,0,-0.43163999999995645,0,0,0
44200,0,0,0.090417395800001021,0,0,-0.43360199999995624,0,0,0
44400,0,0,0.090330479200001645,0,0,-0.43556399999995604,0,0,0
44600,0,0,0.090243170200001055,0,0,-0.43752599999995584,0,0,0
44800,0,0,0.090155468800001665,0,0,-0.43948799999995564,0,0,0
45000,0,0,0.090067375000001088,0,0,-0.44144999999995543,0,0,0
45200,0,0,0.089978888800001683,0,0,-0.44341199999995523,0,0,0
45400,0,0,0.089890010200001119,0,0,-0.44537399999995503,0,0,0
45600,0,0,0.0898007392000017,0,0,-0.44733599999995483,0,0,0
45800,0,0,0.08971107580000115,0,0,-0.44929799999995462,0,0,0
46000,0,0,0.089621020000001717,0,0,-0.45125999999995442,0,0,0
46200,0,0,0.08953057180000118,0,0,-0.45322199999995422,0,0,0
46400,0,0,0.089439731200001732,0,0,-0.45518399999995401,0,0,0
46600,0,0,0.089348498200001208,0,0,-0.45714599999995381,0,0,0
46800,0,0,0.089256872800001746,0,0,-0.45910799999995361,0,0,0
47000,0,0,0.089164855000001236,0,0,-0.46106999999995341,0,0,0
47200,0,0,0.08907244480000176,0,0,-0.4630319999999532,0,0,0
47400,0,0,0.088979642200001263,0,0,-0.464993999999953,0,0,0
47600,0,0,0.088886447200001772,0,0,-0.4669559999999528,0,0,0
47800,0,0,0.088792859800001289,0,0,-0.46891799999995259,0,0,0
48000,0,0,0.088698880000001784,0,0,-0.47087999999995239,0,0,0
48200,0,0,0.088604507800001314,0,0,-0.47284199999995219,0,0,0
48400,0,0,0.088509743200001795,0,0,-0.47480399999995199,0,0,0
48600,0,0,0.088414586200001338,0,0,-0.47676599999995178,0,0,0
48800,0,0,0.088319036800001818,0,0,-0.47872799999995158,0,0,0
49000,0,0,0.088223095000001375,0,0,-0.48068999999995138,0,0,0
49200,0,0,0.088126760800001841,0,0,-0.48265199999995118,0,0,0
49400,0,0,0.088030034200001411,0,0,-0.48461399999995097,0,0,0
49600,0,0,0.087932915200001863,0,0,-0.48657599999995077,0,0,0
49800,0,0,0.087835403800001446,0,0,-0.48853799999995057,0,0,0
50000,0,0,0.087737500000001883,0,0,-0.49049999999995036,0,0,0
50200,0,0,0.087639203800001481,0,0,-0.49246199999995016,0,0,0
50400,0,0,0.087540515200001903,0,0,-0.49442399999994996,0,0,0
50600,0,0,0.087441434200001514,0,0,-0.49638599999994976,0,0,0
50800,0,0,0.087341960800001922,0,0,-0.49834799999994955,0,0,0
51000,0,0,0.087242095000001546,0,0,-0.50030999999995285,0,0,0
51200,0,0,0.08714183680000194,0,0,-0.50227199999997485,0,0,0
51400,0,0,0.087041186200001577,0,0,-0.50423399999999685,0,0,0
51600,0,0,0.086940143200001929,0,0,-0.50619600000001885,0,0,0
51800,0,0,0.08683870780000158,0,0,-0.50815800000004085,0,0,0
52000,0,0,0.086736880000001904,0,0,-0.51012000000006286,0,0,0
52200,0,0,0.086634659800001568,0,0,-0.51208200000008486,0,0,0
52400,0,0,0.086532047200001863,0,0,-0.51404400000010686,0,0,0
52600,0,0,0.086429042200001541,0,0,-0.51600600000012886,0,0,0
52800,0,0,0.086325644800001808,0,0,-0.51796800000015086,0,0,0
53000,0,0,0.086221855000001499,0,0,-0.51993000000017286,0,0,0
53200,0,0,0.086117672800001738,0,0,-0.52189200000019487,0,0,0
53400,0,0,0.086013098200001442,0,0,-0.52385400000021687,0,0,0
53600,0,0,0.085908131200001639,0,0,-0.52581600000023887,0,0,0
53800,0,0,0.085802771800001357,0,0,-0.52777800000026087,0,0,0
54000,0,0,0.085697020000001525,0,0,-0.52974000000028287,0,0,0
54200,0,0,0.085590875800001257,0,0,-0.53170200000030488,0,0,0
54400,0,0,0.085484339200001397,0,0,-0.53366400000032688,0,0,0
54600,0,0,0.085377410200001141,0,0,-0.53562600000034888,0,0,0
54800,0,0,0.085270088800001254,0,0,-0.53758800000037088,0,0,0
55000,0,0,0.085162375000001012,0,0,-0.53955000000039288,0,0,0
55200,0,0,0.085054268800001082,0,0,-0.54151200000041488,0,0,0
55400,0,0,0.084945770200000853,0,0,-0.54347400000043689,0,0,0
55600,0,0,0.084836879200000895,0,0,-0.54543600000045889,0,0,0
55800,0,0,0.08472759580000068,0,0,-0.54739800000048089,0,0,0
56000,0,0,0.084617920000000693,0,0,-0.54936000000050289,0,0,0
56200,0,0,0.084507851800000491,0,0,-0.55132200000052489,0,0,0
56400,0,0,0.084397391200000477,0,0,-0.55328400000054689,0,0,0
56600,0,0,0.084286538200000288,0,0,-0.5552460000005689,0,0,0
56800,0,0,0.084175292800000245,0,0,-0.5572080000005909,0,0,0
57000,0,0,0.08406365500000007,0,0,-0.5591700000006129,0,0,0
57200,0,0,0.083951624799999985,0,0,-0.5611320000006349,0,0,0
57400,0,0,0.083839202199999824,0,0,-0.5630940000006569,0,0,0
57600,0,0,0.083726387199999711,0,0,-0.5650560000006789,0,0,0
57800,0,0,0.083613179799999562,0,0,-0.56701800000070091,0,0,0
58000,0,0,0.083499579999999421,0,0,-0.56898000000072291,0,0,0
58200,0,0,0.083385587799999286,0,0,-0.57094200000074491,0,0,0
58400,0,0,0.083271203199999116,0,0,-0.57290400000076691,0,0,0
58600,0,0,0.083156426199998995,0,0,-0.57486600000078891,0,0,0
58800,0,0,0.083041256799998783,0,0,-0.57682800000081091,0,0,0
59000,0,0,0.082925694999998675,0,0,-0.57879000000083292,0,0,0
59200,0,0,0.082809740799998435,0,0,-0.58075200000085492,0,0,0
59400,0,0,0.082693394199998341,0,0,-0.58271400000087692,0,0,0
59600,0,0,0.082576655199998072,0,0,-0.58467600000089892,0,0,0
59800,0,0,0.082459523799997991,0,0,-0.58663800000092092,0,0,0
60000,0,0,0.082341999999997695,0,0,-0.58860000000094292,0,0,0
60200,0,0,0.082224083799997627,0,0,-0.59056200000096493,0,0,0
60400,0,0,0.082105775199997302,0,0,-0.59252400000098693,0,0,0
60600,0,0,0.081987074199997248,0,0,-0.59448600000100893,0,0,0
60800,0,0,0.081867980799996881,0,0,-0.59644800000103093,0,0,0
61000,0,0,0.08174849499999684,0,0,-0.59841000000105293,0,0,0
61200,0,0,0.081628616799996445,0,0,-0.60037200000107493,0,0,0
61400,0,0,0.081508346199996418,0,0,-0.60233400000109694,0,0,0
61600,0,0,0.081387683199995994,0,0,-0.60429600000111894,0,0,0
61800,0,0,0.08126662779999598,0,0,-0.60625800000114094,0,0,0
62000,0,0,0.081145179999995529,0,0,-0.60822000000116294,0,0,0
62200,0,0,0.081023339799995528,0,0,-0.61018200000118494,0,0,0
62400,0,0,0.080901107199995034,0,0,-0.61214400000120694,0,0,0
62600,0,0,0.080778482199995047,0,0,-0.61410600000122895,0,0,0
62800,0,0,0.080655464799994525,0,0,-0.61606800000125095,0,0,0
63000,0,0,0.080532054999994551,0,0,-0.61803000000127295,0,0,0
63200,0,0,0.080408252799994001,0,0,-0.61999200000129495,0,0,0
63400,0,0,0.080284058199994041,0,0,-0.62195400000131695,0,0,0
63600,0,0,0.080159471199993462,0,0,-0.62391600000133896,0,0,0
63800,0,0,0.080034491799993515,0,0,-0.62587800000136096,0,0,0
64000,0,0,0.079909119999992895,0,0,-0.62784000000138296,0,0,0
64200,0,0,0.079783355799992961,0,0,-0.62980200000140496,0,0,0
64400,0,0,0.079657199199992312,0,0,-0.63176400000142696,0,0,0
64600,0,0,0.079530650199992392,0,0,-0.63372600000144896,0,0,0
64800,0,0,0.079403708799991715,0,0,-0.63568800000147097,0,0,0
65000,0,0,0.079276374999991808,0,0,-0.63765000000149297,0,0,0
65200,0,0,0.079148648799991103,0,0,-0.63961200000151497,0,0,0
65400,0,0,0.07902053019999121,0,0,-0.64157400000153697,0,0,0
65600,0,0,0.078892019199990476,0,0,-0.64353600000155897,0,0,0
65800,0,0,0.078763115799990596,0,0,-0.64549800000158097,0,0,0
66000,0,0,0.078633819999989821,0,0,-0.64746000000160298,0,0,0
66200,0,0,0.078504131799989954,0,0,-0.64942200000162498,0,0,0
66400,0,0,0.07837405119998915,0,0,-0.65138400000164698,0,0,0
66600,0,0,0.078243578199989297,0,0,-0.65334600000166898,0,0,0
66800,0,0,0.078112712799988465,0,0,-0.65530800000169098,0,0,0
67000,0,0,0.077981454999988625,0,0,-0.65727000000171298,0,0,0
67200,0,0,0.077849804799987765,0,0,-0.65923200000173499,0,0,0
67400,0,0,0.077717762199987939,0,0,-0.66119400000175699,0,0,0
67600,0,0,0.077585327199987036,0,0,-0.66315600000177899,0,0,0
67800,0,0,0.077452499799987223,0,0,-0.66511800000180099,0,0,0
68000,0,0,0.077319279999986293,0,0,-0.66708000000182299,0,0,0
68200,0,0,0.077185667799986493,0,0,-0.66904200000184499,0,0,0
68400,0,0,0.077051663199985534,0,0,-0.671004000001867,0,0,0
68600,0,0,0.076917266199985748,0,0,-0.672966000001889,0,0,0
68800,0,0,0.076782476799984761,0,0,-0.674928000001911,0,0,0
69000,0,0,0.076647294999984988,0,0,-0.676890000001933,0,0,0
69200,0,0,0.076511720799983973,0,0,-0.678852000001955,0,0,0
69400,0,0,0.076375754199984214,0,0,-0.680814000001977,0,0,0
69600,0,0,0.076239395199983157,0,0,-0.68277600000199901,0,0,0
69800,0,0,0.07610264379998341,0,0,-0.68473800000202101,0,0,0
70000,0,0,0.075965499999982325,0,0,-0.68670000000204301,0,0,0
70200,0,0,0.075827963799982592,0,0,-0.68866200000206501,0,0,0
70400,0,0,0.075690035199981479,0,0,-0.69062400000208701,0,0,0
70600,0,0,0.075551714199981759,0,0,-0.69258600000210901,0,0,0
70800,0,0,0.075413000799980659,0,0,-0.69454800000213102,0,0,0
71000,0,0,0.075273894999980911,0,0,-0.69651000000215302,0,0,0
71200,0,0,0.075134396799979825,0,0,-0.69847200000217502,0,0,0
71400,0,0,0.074994506199980035,0,0,-0.70043400000219702,0,0,0
71600,0,0,0.074854223199978961,0,0,-0.70239600000221902,0,0,0
71800,0,0,0.074713547799979144,0,0,-0.70435800000224102,0,0,0
72000,0,0,0.074572479999978084,0,0,-0.70632000000226303,0,0,0
72200,0,0,0.074431019799978237,0,0,-0.70828200000228503,0,0,0
72400,0,0,0.074289167199977191,0,0,-0.71024400000230703,0,0,0
72600,0,0,0.074146922199977316,0,0,-0.71220600000232903,0,0,0
72800,0,0,0.074004284799976283,0,0,-0.71416800000235103,0,0,0
73000,0,0,0.073861254999976381,0,0,-0.71613000000237303,0,0,0
73200,0,0,0.073717832799975361,0,0,-0.71809200000239504,0,0,0
73400,0,0,0.073574018199975416,0,0,-0.72005400000241704,0,0,0
73600,0,0,0.07342981119997441,0,0,-0.72201600000243904,0,0,0
73800,0,0,0.073285211799974437,0,0,-0.72397800000246104,0,0,0
74000,0,0,0.073140219999973444,0,0,-0.72594000000248304,0,0,0
74200,0,0,0.072994835799973443,0,0,-0.72790200000250505,0,0,0
74400,0,0,0.072849059199972463,0,0,-0.72986400000252705,0,0,0
74600,0,0,0.072702890199972434,0,0,-0.73182600000254905,0,0,0
74800,0,0,0.072556328799971467,0,0,-0.73378800000257105,0,0,0
75000,0,0,0.072409374999971396,0,0,-0.73575000000259305,0,0,0
75200,0,0,0.072262028799970443,0,0,-0.73771200000261505,0,0,0
75400,0,0,0.072114290199970343,0,0,-0.73967400000263706,0,0,0
75600,0,0,0.071966159199969404,0,0,-0.74163600000265906,0,0,0
75800,0,0,0.071817635799969276,0,0,-0.74359800000268106,0,0,0
76000,0,0,0.07166871999996835,0,0,-0.74556000000270306,0,0,0
76200,0,0,0.071519411799968194,0,0,-0.74752200000272506,0,0,0
76400,0,0,0.071369711199967281,0,0,-0.74948400000274706,0,0,0
76600,0,0,0.071219618199967083,0,0,-0.75144600000276907,0,0,0
76800,0,0,0.071069132799966184,0,0,-0.75340800000279107,0,0,0
77000,0,0,0.070918254999965957,0,0,-0.75537000000281307,0,0,0
77200,0,0,0.070766984799965071,0,0,-0.75733200000283507,0,0,0
