id,x,y,z,vx,vy,vz
1,-0.032628918704267706,-0.012068410218356973,0.0049771846796320173,-3.0515977363745181e-06,-1.2202562017276081e-06,-3.75330954738753e-07
2,-0.037026815810501261,0.073296283496786602,0.010741916461503456,-8.5068795464653463e-06,1.8003912328088088e-06,-7.1533640208455114e-08
3,-0.043464501593904366,0.06827036713433049,0.0049759788342328866,-1.1607678644926756e-05,5.7184218082769557e-06,4.9834035349093242e-09
4,-0.050367125094207411,0.02181536575865814,0.0049746320988498386,-1.0784734676902661e-05,3.3221392810125627e-07,-2.0798033434275949e-07
5,0.015171872372709576,-0.081034629835034178,0.011036889580274564,9.3355878208568483e-07,-4.7642473843562341e-06,2.7801326705574682e-07
6,-0.053490049226081554,-0.054795654638590978,0.0049773062903261814,-6.5767482523056232e-06,-7.6162114060672062e-06,-5.7895261846513779e-08
7,0.0086023456330471468,0.0071870035602136168,0.030861844835772506,5.7015517640248034e-06,1.4193451366963951e-05,-7.0327453083604837e-06
8,-0.049712865976107336,0.024728899827345274,0.014496305327427045,-1.1405279843404165e-05,4.3325749361166614e-06,-1.4631296352431709e-06
9,0.058574922832320013,0.04740358673665733,0.011687813350428219,2.2513958955075544e-05,1.1112473778460516e-05,1.5468551665932561e-06
10,0.02715614257364497,-0.053533278848041897,0.0049739522607795926,3.8036085357449249e-06,-4.1365958364271088e-06,4.9039242857742358e-07
11,-0.044630999212648556,-0.10440319313768319,0.00498650446242187,4.1327336752295723e-31,-2.8735171530543744e-30,-1.6078581239921432e-14
12,-0.096841215520869328,-0.0021494230981268306,0.0049857756559644395,-9.2740249555512631e-06,8.3008301034172569e-07,8.1139078792414239e-08
13,0.088350120780381347,0.0020171979251219171,0.011879866410707285,1.3735827622787683e-05,-5.998223464386153e-06,2.6851786158247291e-06
14,0.065343162280737915,0.036649212767474078,0.012321943299779729,2.0871068747078695e-05,1.4942538965448032e-07,1.2384548248293656e-05
15,-0.044859394337694557,0.058120409952444586,0.0049734543778996582,-3.8597558647345096e-06,4.7285191707032783e-06,-3.0689172774227301e-07
16,0.083827899079482876,-0.019185103372959689,0.013214392429433475,8.4398026068600794e-06,-3.0962938967560516e-06,-4.4438251335442153e-07
17,0.019909679112082038,-0.046656097214807755,0.0049685091010153691,2.4135530969621369e-06,-4.8453432429192569e-06,2.4539917209609846e-07
18,0.0505785182528838,0.021210026725198974,0.011984342441289229,2.0347801584611255e-05,6.1125638331344319e-06,4.9703565540950181e-06
19,0.048481139712665815,0.081363616629777757,0.0049834529444130931,2.6555051157484521e-06,4.7370288178222381e-06,4.717549905930044e-07
20,-0.012956076540528291,0.059875827274587429,0.0049865044624218761,4.8836412828823856e-319,-4.8836412828823856e-319,-3.2203930265947153e-14
21,0.059541804518339195,0.0055602512799618736,0.0049687113809210948,9.3046590445356917e-06,2.8314360886953752e-06,5.7722007082223661e-07
22,-0.046848930181088336,0.013248402883675646,0.0087196208521398231,-8.0934195339503133e-06,1.0588698099322322e-06,1.2124161573900049e-07
23,-0.0039570143002893221,0.018098051558520244,0.02748105102995653,-7.1278479157785487e-06,-6.8399002595982868e-07,-9.7450466566501449e-07
24,0.039964153247702347,0.059975398644827281,0.0049743480924243849,5.0000308547555702e-06,6.2879856857107371e-06,1.2937216697884786e-06
25,0.061744033115875556,-0.0046490649874592858,0.0049760813249151385,9.9342898166034672e-06,5.3948940563098746e-06,-4.4290100232714637e-07
26,-0.020740179422665175,-0.010674751672433253,0.021165102145304728,-4.7579563972538534e-06,-3.3318984141732451e-06,-2.227015979848761e-06
27,-0.052742712068627157,0.064351576075761321,0.0049837399172732218,-8.0739844648636743e-06,1.7251366460915159e-06,-9.2648717519198186e-09
28,-0.046305602630063267,0.0030598787406909758,0.0049663963483666919,-6.7942346537504182e-06,5.6541346330855736e-06,-7.6367027543755642e-07
29,-0.057961547970839751,-0.025465752185679785,0.0049525868261334274,-9.9176100745210138e-06,-2.7996942906689878e-06,5.9590227951014485e-07
30,-0.04462074928011648,-0.055789608348438532,0.0099290841567960132,-8.450624069953411e-06,-1.1971424799470478e-05,-1.0427836662272853e-05
31,-0.015804701617329133,0.0035694361278569755,0.020649439257851357,-1.5659605387536576e-06,-2.4763222350606965e-06,-1.6095290539087376e-06
32,0.049494422908027837,-0.025022657889849455,0.01129548881903733,7.6043515053877532e-06,-3.7595685789343723e-06,-4.6282443347729602e-07
33,0.087846209068815476,-0.03004650392460367,0.01195549721658213,5.7595581630128858e-06,-2.1833483119665014e-06,9.3659101793446573e-08
34,-0.036209731057966342,-0.053667700546736745,0.0049793659440638934,-2.6485811227741498e-06,-1.1487069384379556e-05,-6.5200273582657481e-07
35,0.0505925140347038,-0.053314743662745745,0.013181581159290783,4.5463260402166774e-06,-7.4399120678704682e-06,1.7329032343355557e-06
36,-0.037361496050696136,-0.0022401277305717092,0.0049865044624218943,-1.0861018928230628e-94,1.7805539574270004e-94,-8.0550973918030722e-14
37,-0.0080939563021726248,0.01942751216326798,0.018503663157162595,-5.3954351146896442e-06,-7.7675606916197505e-07,-2.1554277765554238e-06
38,0.077931822867952583,-0.015996500961854197,0.0049772290604611219,6.3825934075511381e-06,-1.4117568522401389e-06,-3.1785628426692547e-08
39,0.019849247544109164,-0.0074718154926060234,0.019531188186405781,-2.0238103873572934e-06,1.287436265384375e-06,-1.250087556247135e-05
40,-0.0069216481790461181,0.047885434267654667,0.004974313087165126,1.1812568568527811e-06,8.2215049943731986e-06,-3.2784964905406125e-07
41,-0.081740621572712946,-0.054783298741946963,0.004985718738007113,-3.3499615972484035e-06,-4.6482957914394582e-06,-1.2562879329599996e-07
42,-0.024887350010094789,-0.055649369026011815,0.0049690786798404678,-2.8890838643819855e-06,-8.9306331079939182e-06,2.964195781234134e-07
43,-0.042460312702230114,0.02764241265142392,0.020734627789399569,-1.10166469943248e-05,4.2901816259980875e-06,6.6361502656185682e-07
44,-0.052104806216061943,-0.048569339021032512,0.012654095107843129,-6.122745065953567e-06,-7.7792896049671382e-06,8.9045514578674946e-09
45,0.062048705081108588,0.053940009099945577,0.0049819464962452178,7.1973612630845632e-06,1.2217383884448027e-05,-3.0881352684423288e-06
46,0.0048997722725747858,-0.0024753802351644865,0.0049469619447957006,2.8458412857706086e-06,-5.490681219563185e-06,3.4992391813807121e-07
47,0.080775610033278045,0.0058942850159922951,0.0049778786001423211,8.7956764294223995e-06,-7.9878818111537233e-07,-4.2905164335104881e-07
48,-0.033310893598154499,-0.069692435763194879,0.012524343132636747,-2.2894744234227964e-06,-1.6530025259333781e-05,-1.64095896267245e-06
49,-0.061498870453507076,-1.6009484863675579e-05,0.013272502128576107,-1.5569819519757655e-05,1.5206075195348267e-07,-5.5999740736296648e-06
50,-0.0013694600643796827,-0.020492386354899556,0.031405605020426892,-1.8084525750673183e-06,-6.4338959431873092e-06,-3.778119511212445e-08
51,-0.023120915433469627,0.057981050449780157,0.0049618881356116133,-4.9302398829870944e-06,1.0719339525097727e-05,-7.5560856486112181e-07
52,0.0035109935832262043,0.0043603172159973327,0.012064514939908944,1.37428327492157e-06,-4.6072790969422177e-06,-6.7469938670920403e-07
53,0.058361654264245166,0.02926926300209836,0.012894623917564704,3.5440918835996408e-06,4.9962180601733482e-06,-2.6490434218910069e-06
54,0.040568522504971477,0.044969936152898619,0.018227922029885022,2.056493670825892e-05,2.0238505075996582e-05,9.4047098579546421e-06
55,0.017927738801585272,-0.013008402678911778,0.011465102525601406,1.2532221611250777e-06,-7.428198340127496e-06,-6.3797848096127476e-06
56,0.096296654176368152,0.016055921653475538,0.0049856381997950569,5.749267221887387e-06,1.1857772275240267e-06,-5.0942627866566902e-08
57,0.04870011716637742,0.037356633979868485,0.004977306864373021,4.5912534385175323e-06,7.3700982840516623e-06,1.3992165662364349e-06
58,0.019342952076336434,0.032633490641888016,0.0049825437889145291,1.4224815238615347e-07,2.2470932725358184e-06,-9.2602255691021164e-07
59,0.031341143231318022,0.061551462617221352,0.0097537561649945065,4.6597762153601902e-06,7.8979225646831045e-06,6.8992753921952151e-07
60,0.041964939547963709,0.037015095407761288,0.012335596761638765,6.8165554739350641e-06,2.1889738954827287e-05,6.4307373470380235e-06
61,-0.046944703805476252,0.063576666600428391,0.013079980880209131,-7.9008679779700825e-06,3.0440187142286378e-06,-1.0041475001152933e-07
62,0.097612782375700799,-0.012604902280032651,0.0049865044624218882,1.5251520741550022e-24,-2.2714105877312524e-24,-6.4438517314183795e-14
63,0.052385329568510372,0.028064425918433607,0.0049712997020285796,2.5504187412206659e-06,6.9128684568447217e-06,1.9492021109971866e-08
64,0.0035889890578405517,0.087395472423970222,0.0049758248378051692,3.6526025788156887e-07,8.9892216371442369e-06,-4.8720338523655466e-08
65,-0.026950563367129882,0.032997486473295479,0.0099202696067163861,-6.4295244304332285e-06,-6.6515570827694976e-07,-3.5732215977620203e-06
66,0.090298144760941265,-0.046266409730968988,0.0049839969801072481,2.5369108198677304e-06,-7.9695805188735291e-07,-9.043394535228132e-08
67,-0.03897252447827939,0.019302800523953948,0.0049801080014704605,-8.6180201119487117e-06,3.5016056244540361e-06,-2.0989678249776624e-07
68,-0.064555649285503863,-0.057931780376700499,0.0049796489327629898,-2.0934633660868927e-06,-3.2961614640731107e-06,-1.5661028206114346e-07
69,0.016931789874765488,0.063759508242118373,0.012111615242374571,-2.8902795998113486e-06,6.060177324260186e-06,1.0534623484213677e-06
70,0.03736524622120968,-0.0094606624905007371,0.0049351123922233989,1.5196169545305373e-05,-5.7211619697955265e-06,5.4539615568253367e-07
71,-0.033812259785774054,0.038294218878607691,0.0049758269763994188,-6.7473021087663871e-06,4.1151000071671996e-06,5.2711903553682568e-07
72,-0.021473283541990171,0.026127379815247785,0.014668775776653042,-6.0761784339625026e-06,-1.4578031330846276e-06,-4.1399245803271586e-06
73,-0.03868508244877561,-0.07339098623099842,0.0049757934512622585,-5.1729294824289536e-06,-1.0504056720315481e-05,1.0478003293913785e-06
74,0.00082005403320527346,-0.0058420001306643318,0.013393253390034597,-6.74685858244183e-07,-1.1183498324591023e-05,-5.2275701741083789e-06
75,0.0075508720088912247,0.06038270447859502,0.011080930899199069,6.8769570222402615e-06,1.5279281740351559e-05,-3.1684024178651448e-06
76,0.016036266577078257,-0.088939134035813119,0.0049847417394043442,1.7522607319398636e-06,-4.653921410735593e-06,1.361336699219365e-07
77,-0.063453861173042539,-0.035013726745452403,0.0049783149196349786,-6.5892172561438841e-06,-6.5446185028373238e-06,-3.0417586775510515e-07
78,0.04974133372525729,9.9874987399922811e-05,0.011190039187248049,1.1633282143712219e-05,1.5662158140831046e-06,-5.1655488904395559e-06
79,0.014279900728450919,0.070204576021588735,0.0049750520016282902,-1.5755494002431995e-06,7.0285184737116052e-06,1.9110871143647246e-07
80,0.00090513381044823914,-0.071183899669418335,0.0049738021595345152,1.3259636958070519e-06,-3.3487933356724003e-06,4.7096897124760781e-07
81,0.01338215069744301,0.016018073820104915,0.0049722843003583402,-2.7910839363144229e-06,1.3550625105010574e-06,-8.0412767346280257e-07
82,-0.048041215256700291,0.087166873361033972,0.0049857095995406693,-2.8502841938779969e-06,7.3346780322852911e-06,2.6214980332074165e-08
83,0.034532111879585194,-0.039392030946163448,0.012780565371885846,6.1911679698986167e-06,-6.6922555240036561e-06,1.5913243792315514e-06
84,0.0089816858498418216,0.079705329260212884,0.0083871576643176245,1.4886299259770767e-06,6.347322336340248e-06,-7.2855446140818981e-06
85,-0.025085902462077411,0.0093492270751410998,0.0049715583535187803,-4.5123387192456314e-06,1.4538484914457062e-06,1.7983291619234642e-07
86,-0.072358115067932174,-0.051112315894591379,0.004979027865105303,-5.6547343694947595e-06,-6.0981732232083839e-06,1.3055300988865956e-07
87,-0.013841111800721041,0.042643761658630569,0.0099055525379470877,4.210198381411125e-07,5.6994192939993197e-06,-3.8624879645091031e-06
88,0.055174245258654914,0.015786922701919448,0.0049755421016277196,1.5776504341887273e-05,5.6580345882130368e-06,7.1072152334376331e-07
89,0.087895030193813395,-0.015236508211842711,0.0049833016062589379,6.0050057706406454e-06,-2.1838599515664717e-07,-1.2426830757499703e-07
90,0.044425292942705634,0.013750564490334785,0.014436597244207776,2.8796947548907837e-05,-3.1092977825676402e-06,-7.4471862501590121e-06
91,-0.02491745129110904,-0.0092234511488052326,0.010638524857510523,-3.8934379700302757e-06,-1.6876490706033651e-07,-7.4790803001361741e-07
92,0.032028425462342885,-0.028772682356297447,0.0049601835604336109,7.8662541955057908e-06,-2.128277199719632e-06,-3.6089337721342633e-07
93,0.0036927092101521597,0.032895293197005772,0.0067499694481990913,3.5144361473816473e-06,9.4688646554343622e-06,-4.4468497985031129e-05
94,-0.042136402762659078,-0.021723984776983233,0.0049732008858420496,-6.9782786302888471e-06,-4.3935792083567098e-06,-1.2777497554118603e-07
95,0.014748464069639863,0.057118590960593768,0.0049721221340619376,3.6902418254231944e-06,6.4732221197351386e-06,-6.1078847756374835e-07
96,-0.059522871223988097,0.071694495482193824,0.0049856794707383509,-4.8428004998725827e-06,4.7074125350842318e-06,-4.4701231641884958e-10
97,0.095281801302809152,0.026003730217599746,0.0049859645897008314,4.018048971726425e-06,9.3369907884877613e-07,-4.0604679549770777e-08
98,-0.0050281465077212052,-0.018342780906052455,0.022362919008628756,-3.8579121604081818e-06,-7.393396393718357e-06,-3.778690856870204e-08
99,0.059520872010206838,0.040082476535216724,0.0049685266775997576,1.8972543459926645e-05,6.8033095073363191e-06,2.9217593987780332e-06
100,0.018363099740797136,0.079319367502257432,0.0049784677147479495,3.494825201707288e-06,4.2335657552749579e-06,5.2980414132983599e-08
101,-0.068084663012666899,0.022370595801460943,0.0099209342126192149,-9.4785166069443649e-06,2.3388607282122584e-06,1.5635557925910323e-07
102,-0.055928169380708652,0.046278506690440771,0.010455151922079039,-7.541332396335948e-06,3.5558914675601388e-06,2.5009409784101379e-06
103,-0.045871967824286153,-0.047209691857288766,0.0049679612697045711,-6.8637664159407293e-06,-5.934139340045836e-06,1.3405074925762179e-07
104,0.069045791031457915,-0.024992342053251855,0.0049750092601900352,8.0472518624020782e-06,-2.9284628323945851e-06,2.2765035315083054e-07
105,0.011769583938096405,0.10334465607546975,0.004982560408325439,2.8747732291927633e-06,7.2062825652999997e-06,-4.1724805934342128e-09
106,-0.081060008658797283,0.00096134811754910966,0.012534895330479858,-1.4657814577872515e-05,4.2864095631021583e-06,4.0294112179147391e-06
107,0.041387854621952359,-0.059484490025393189,0.013051007548248563,4.576051153865413e-06,-6.3755411957767722e-06,1.0696929217954787e-06
108,0.05251737057600691,-0.032109031583465987,0.004966668113002508,7.5142839581009399e-06,-5.4800080965359446e-06,4.0555179544530595e-07
109,-0.040025861040397584,-0.019089426666710176,0.020811578013268304,-4.9996601943429416e-06,-2.6201503475958529e-06,-2.6464606194672606e-06
110,-0.076028943525031201,0.01576945837902205,0.0049760200378591857,-5.2266340350127868e-06,2.9153224993484209e-06,-7.2515105353278781e-07
111,-0.032578208762127477,-0.030608968611926083,0.012289250756023636,-1.7170196227242295e-06,-7.6379422943383487e-06,2.8042880124180628e-07
112,0.022692767279056628,-0.062476448024631551,0.0049696632089307989,2.520508411401516e-06,-4.6729838951148794e-06,4.3844695723461477e-07
113,-0.016785263081623605,-0.06246243717606343,0.004967389913097732,-1.6521215112088004e-06,-7.6121073805890161e-06,-1.1550430819932013e-07
114,-0.0056260990160454695,-0.028321532012443591,0.016817740310615198,-1.9065836033609925e-06,-9.937150020293507e-06,-3.8172227204303255e-07
115,0.032278331938415318,-0.055382262928135688,0.013347901440839341,3.9618545234887249e-06,-7.4142266844265581e-06,3.5820004417964342e-07
116,0.015439520928280421,-0.072245780486895173,0.0049769617624271728,2.2974257409420904e-06,-2.6902543649283294e-06,4.9320196874652108e-08
117,0.068912821371755653,0.02448201378541158,0.012027824824263502,1.8020473778293209e-05,7.8804327366025404e-06,2.4017090694124085e-06
118,-0.0039405742777126433,0.011548338353802898,0.013902621303541996,-2.4148523840114362e-06,-5.2899267103756647e-06,-1.9080689996895906e-06
119,0.07860162081192916,-7.3389839309593193e-06,0.012729076042875702,1.2279481095919381e-05,-1.6712234997584142e-06,-5.0819637383615316e-07
120,0.073559988048493938,-0.020564061450521708,0.012704852101394369,1.102929112268887e-05,-5.4671635632132295e-06,-1.7412968169641595e-09
121,0.047425258301299088,-0.067723639628847865,0.0049834698786719901,1.5219097520830946e-06,-5.1230990083882968e-06,1.7835206722343265e-08
122,0.010857002186034106,0.0059124681137837139,0.0049865063195837353,-6.1018007415464231e-07,3.1581105573508876e-06,-4.0827381265989012e-07
123,0.041121343859214662,0.00038998537505880246,0.004975061639568519,9.0770009079349072e-06,1.2145157910535826e-06,5.7821285986443924e-07
124,0.00079227614307839252,-0.020982943405512784,0.014709625036916626,-4.16569160844966e-06,-5.8605471917441352e-06,-4.0818967910293065e-07
